drucksache;datum_anfrage;datum_drucksache;titel;urheber;fraktionen;fragen;einzelfragen;seiten;format_erkannt;beantwortet;vorgang;datei
22/2065;2020-11-09;2020-11-17;Bebauung der Bergstedter Kirchenkoppel;Thilo Kleibauer;CDU;9;13;2;True;True;66932;22_02065_bebauung_der_bergstedter_kirchenkoppel.md
22/2066;2020-11-09;2020-11-17;Evaluation des Mieter-Vermieter-Modells – liegt inzwischen ein Abschlussbericht vor?;Thilo Kleibauer;CDU;5;5;1;True;True;66933;22_02066_evaluation_des_mieter_vermieter_modells_liegt_inzwischen_ein_abschlussbericht_vor.md
22/2067;2020-11-09;2020-11-17;Bebauungsplan Finkenwerder 32 – wie geht es weiter?;Ralf Neubauer;SPD;40;61;8;True;True;66934;22_02067_bebauungsplan_finkenwerder_32_wie_geht_es_weiter.md
22/2068;2020-11-09;2020-11-17;Aktueller Stand der justiziellen Aufarbeitung der Ausschreitungen rund um den G20-Gipfel in Hamburg;"Urs Tabbert; Lena Zagst";"GRÜNE; SPD";7;9;4;True;True;66935;22_02068_aktueller_stand_der_justiziellen_aufarbeitung_der_ausschreitungen_rund_um_den_g20_gipfel_in_hamburg.md
22/2069;2020-11-09;2020-11-17;Auswirkungen des Coronavirus: Wie viele Ansteckungen sind auf die Gastronomie und Hotellerie zurückzuführen?;David Erkalp;CDU;6;13;3;True;True;66936;22_02069_auswirkungen_des_coronavirus_wie_viele_ansteckungen_sind_auf_die_gastronomie_und_hotellerie_zurueckzu.md
22/2070;2020-11-09;2020-11-17;Erste juristische Prüfung – Erschwerungen für künftige Kandidaten?;Richard Seelmaecker;CDU;5;6;2;True;True;66937;22_02070_erste_juristische_pruefung_erschwerungen_fuer_kuenftige_kandidaten.md
22/2071;2020-11-09;2020-11-17;Türkischer Konsulatsunterricht in Hamburg – Hospitationsrecht gewissenhaft wahrnehmen!;Anna-Elisabeth von Treuenfels-Frowein;fraktionslos;12;12;3;True;True;66938;22_02071_tuerkischer_konsulatsunterricht_in_hamburg_hospitationsrecht_gewissenhaft_wahrnehmen.md
22/2073;2020-11-09;2020-11-17;Bau der neuen U5, hier: Haltestelle in Bramfeld – Wird der Tunnelbau unter der Bramfelder Chaussee weiter geplant?;Sandro Kappe;CDU;8;19;2;True;True;66940;22_02073_bau_der_neuen_u5_hier_haltestelle_in_bramfeld_wird_der_tunnelbau_unter_der_bramfelder_chaussee_weiter.md
22/2074;2020-11-09;2020-11-17;Schlechte Beleuchtung und keine Fahrgasthäuschen bei neuen Kreiseln in Lohbrügge;Dennis Gladiator;CDU;6;11;2;True;True;66941;22_02074_schlechte_beleuchtung_und_keine_fahrgasthaeuschen_bei_neuen_kreiseln_in_lohbruegge.md
22/2075;2020-11-09;2020-11-17;Leerstand von Wohnraum im Wahlkreis 5 (Rotherbaum/Harvestehude/ Eimsbüttel-Ost) (II);Dr. Carola Ensslen;Die Linke;13;39;9;True;True;66942;22_02075_leerstand_von_wohnraum_im_wahlkreis_5_rotherbaum_harvestehude_eimsbuettel_ost_ii.md
22/2076;2020-11-09;2020-11-17;Abschiebegewahrsam in Hamburg im 3. Quartal 2020;Dr. Carola Ensslen;Die Linke;4;4;2;True;True;66944;22_02076_abschiebegewahrsam_in_hamburg_im_3_quartal_2020.md
22/2077;2020-11-09;2020-11-17;Von der Schulbank in den Flieger. Abschiebungen von Kindern aus Hamburg im 3. Quartal 2020;"Dr. Carola Ensslen; Sabine Boeddinghaus";Die Linke;12;12;2;True;True;66946;22_02077_von_der_schulbank_in_den_flieger_abschiebungen_von_kindern_aus_hamburg_im_3_quartal_2020.md
22/2078;2020-11-09;2020-11-17;Umwandlung von Miet- in Eigentumswohnungen;Heike Sudmann;Die Linke;7;7;5;True;True;66947;22_02078_umwandlung_von_miet_in_eigentumswohnungen.md
22/2079;2020-11-09;2020-11-17;Abstand halten in übervollen Bussen und Bahnen?;Heike Sudmann;Die Linke;8;9;3;True;True;66949;22_02079_abstand_halten_in_uebervollen_bussen_und_bahnen.md
22/2080;2020-11-09;2020-11-17;5-Stunden-Kita-Gutscheine im Hamburger Nordwesten;Insa Tietjen;Die Linke;5;6;2;True;True;66951;22_02080_5_stunden_kita_gutscheine_im_hamburger_nordwesten.md
22/2081;2020-11-09;2020-11-17;Umsetzung von Hygienevorschriften an den Strafgerichten während der Corona-Pandemie;Cansu Özdemir;Die Linke;20;33;6;True;True;66952;22_02081_umsetzung_von_hygienevorschriften_an_den_strafgerichten_waehrend_der_corona_pandemie.md
22/2082;2020-11-09;2020-11-17;Hochschulvereinbarungen – die rot-grüne Axt an der Substanz der Hamburger Bildungs- und Forschungslandschaft;Dr. Stephanie Rose;Die Linke;10;13;4;True;True;67114;22_02082_hochschulvereinbarungen_die_rot_gruene_axt_an_der_substanz_der_hamburger_bildungs_und_forschungslands.md
22/2083;2020-11-09;2020-11-17;Gewaltschutz in Zeiten von COVID-19 – Wie ist es um das Corona-Konzept und den Ausbau der zentralen Notaufnahme der Hamburger Frauenhäuser 24/7 bestellt?;Cansu Özdemir;Die Linke;8;8;2;True;True;66953;22_02083_gewaltschutz_in_zeiten_von_covid_19_wie_ist_es_um_das_corona_konzept_und_den_ausbau_der_zentralen_not.md
22/2084;2020-11-09;2020-11-17;Welche Bestimmungen gelten für Spielplätze?;"Dr. Anke Frieling; Sandro Kappe";CDU;13;17;3;True;True;66954;22_02084_welche_bestimmungen_gelten_fuer_spielplaetze.md
22/2085;2020-11-09;2020-11-17;Holzbau in Hamburg auf dem Holzweg?;Dr. Anke Frieling;CDU;18;28;6;True;True;66956;22_02085_holzbau_in_hamburg_auf_dem_holzweg.md
22/2086;2020-11-09;2020-11-17;Elektronische Fußfesseln für islamistische Gefährder;Dirk Nockemann;AfD;4;4;2;True;True;66957;22_02086_elektronische_fussfesseln_fuer_islamistische_gefaehrder.md
22/2087;2020-11-09;2020-11-17;Vergütung von Dienstleistungen gegenüber dem DRK Kreisverband Hamburg-Harburg e.V. für die Durchführung von Corona-Tests;Dirk Nockemann;AfD;7;7;2;True;True;66958;22_02087_verguetung_von_dienstleistungen_gegenueber_dem_drk_kreisverband_hamburg_harburg_e_v_fuer_die_durchfue.md
22/2088;2020-11-09;2020-11-17;Schulbaumaßnahmen seit 2019 und Ausblick bis 2025;Kazim Abaci;SPD;4;4;11;True;True;66927;22_02088_schulbaumassnahmen_seit_2019_und_ausblick_bis_2025.md
22/2089;2020-11-09;2020-11-17;Bahnhofsprojekt Diebsteich: mehr Weichen und mehr Probleme?;Heike Sudmann;Die Linke;18;21;4;True;True;66928;22_02089_bahnhofsprojekt_diebsteich_mehr_weichen_und_mehr_probleme.md
22/2090;2020-11-09;2020-11-17;Hat die Behörden-Posse um den idyllischen Weg an der Tarpenbek nun ein erfreuliches Ende gefunden?;Richard Seelmaecker;CDU;4;6;2;True;True;66929;22_02090_hat_die_behoerden_posse_um_den_idyllischen_weg_an_der_tarpenbek_nun_ein_erfreuliches_ende_gefunden.md
22/2091;2020-11-09;2020-11-17;Demonstration des Al-Azhari-Instituts – eine Verhöhnung der Opfer des Islamismus;Dirk Nockemann;AfD;37;48;7;True;True;66930;22_02091_demonstration_des_al_azhari_instituts_eine_verhoehnung_der_opfer_des_islamismus.md
22/2092;2020-11-10;2020-11-17;Entwicklung von alleinlebenden „Singles“ sowie Ein- und Zweizimmerwohnungen in Hamburg;Marco Schulz;AfD;9;10;50;True;True;66943;22_02092_entwicklung_von_alleinlebenden_singles_sowie_ein_und_zweizimmerwohnungen_in_hamburg.md
22/2093;2020-11-10;2020-11-17;Soldaten im Einsatz bei Hamburger Gesundheitsämtern während der Corona-Krise;Marco Schulz;AfD;5;5;3;True;True;66959;22_02093_soldaten_im_einsatz_bei_hamburger_gesundheitsaemtern_waehrend_der_corona_krise.md
22/2094;2020-11-10;2020-11-17;Waldfunktionsplan – immer noch keine Veröffentlichung?;Sandro Kappe;CDU;4;4;1;True;True;67029;22_02094_waldfunktionsplan_immer_noch_keine_veroeffentlichung.md
22/2095;2020-11-10;2020-11-17;Haus der Jugend Bramfeld – Kostenschätzung für die Modernisierung;Sandro Kappe;CDU;5;5;1;True;True;67033;22_02095_haus_der_jugend_bramfeld_kostenschaetzung_fuer_die_modernisierung.md
22/2096;2020-11-10;2020-11-17;Einsatzfähigkeit von Polizei und Feuerwehr durch COVID-Schnelltests erhalten;Dennis Gladiator;CDU;12;16;3;True;True;66985;22_02096_einsatzfaehigkeit_von_polizei_und_feuerwehr_durch_covid_schnelltests_erhalten.md
22/2103;2020-11-10;2020-11-17;Das Konzept „Hier wohnt Hamburgs Jugend“ (III);"Marco Schulz; Olga Petersen";AfD;12;12;3;True;True;66984;22_02103_das_konzept_hier_wohnt_hamburgs_jugend_iii.md
22/2114;2020-11-10;2020-11-17;Entwicklung der Elektroroller als Verkehrsmittel in Hamburg;Detlef Ehlebracht;AfD;16;20;5;True;True;66983;22_02114_entwicklung_der_elektroroller_als_verkehrsmittel_in_hamburg.md
22/2115;2020-11-10;2020-11-17;Plexiglaswände in den Klassen – statt Infektionsschutz nur Plastikmüll;Sabine Boeddinghaus;Die Linke;3;3;2;True;True;66982;22_02115_plexiglaswaende_in_den_klassen_statt_infektionsschutz_nur_plastikmuell.md
22/2116;2020-11-10;2020-11-17;Corona-Testung an der Ida-Ehre-Schule;Sabine Boeddinghaus;Die Linke;13;23;6;True;True;66981;22_02116_corona_testung_an_der_ida_ehre_schule.md
22/2117;2020-11-10;2020-11-17;Sozialpädagogen/-innen wurde endlich ein höherer Tarif zugestanden – jetzt muss den Trägern die tariftreue Bezahlung ermöglicht werden;"Sabine Boeddinghaus; Insa Tietjen";Die Linke;7;13;3;True;True;67034;22_02117_sozialpaedagogen_innen_wurde_endlich_ein_hoeherer_tarif_zugestanden_jetzt_muss_den_traegern_die_tarif.md
22/2118;2020-11-10;2020-11-17;Noch mehr Planungschaos und immer noch kein verlässlicher Zeitplan – Warum läuft das Großprojekt „Haus der Erde“ völlig aus dem Ruder? (3);Thilo Kleibauer;CDU;19;27;3;True;True;66980;22_02118_noch_mehr_planungschaos_und_immer_noch_kein_verlaesslicher_zeitplan_warum_laeuft_das_grossprojekt_hau.md
22/2119;2020-11-10;2020-11-17;Taskforce gegen Drogendealer (II);Deniz Celik;Die Linke;8;11;3;True;True;66979;22_02119_taskforce_gegen_drogendealer_ii.md
22/2120;2020-11-10;2020-11-17;Hasskriminalität in Hamburg (3. Quartal 2020);Deniz Celik;Die Linke;3;3;5;True;True;66945;22_02120_hasskriminalitaet_in_hamburg_3_quartal_2020.md
22/2121;2020-11-10;2020-11-17;Straf- und Gewalttaten mit rassistischem, rechtsextremistischem und/oder ausländerfeindlichem Hintergrund in Hamburg (3. Quartal 2020);Deniz Celik;Die Linke;10;11;11;True;True;66939;22_02121_straf_und_gewalttaten_mit_rassistischem_rechtsextremistischem_und_oder_auslaenderfeindlichem_hintergr.md
22/2122;2020-11-10;2020-11-17;Rechtswidrige Polizeigewalt – Körperverletzung im Amt (3. Quartal 2020);Deniz Celik;Die Linke;9;9;9;True;True;66948;22_02122_rechtswidrige_polizeigewalt_koerperverletzung_im_amt_3_quartal_2020.md
22/2123;2020-11-10;2020-11-17;Verfahren gegen Polizeibedienstete im Rahmen des G20-Gipfels und der Gipfelproteste;"Deniz Celik; Cansu Özdemir";Die Linke;14;20;3;True;True;66978;22_02123_verfahren_gegen_polizeibedienstete_im_rahmen_des_g20_gipfels_und_der_gipfelproteste.md
22/2124;2020-11-10;2020-11-17;Antisemitischer Angriff vor der Synagoge am 04.10.2020;Deniz Celik;Die Linke;9;13;2;True;True;66977;22_02124_antisemitischer_angriff_vor_der_synagoge_am_04_10_2020.md
22/2127;2020-11-10;2020-11-17;Status quo der Vereinsamung von Senioren in Hamburg;"Olga Petersen; Thomas Reich";AfD;14;15;4;True;True;66950;22_02127_status_quo_der_vereinsamung_von_senioren_in_hamburg.md
22/2128;2020-11-11;2020-11-17;Umweltschutz: Bezirke auskömmlich finanzieren (II);Sandro Kappe;CDU;25;31;5;True;True;67052;22_02128_umweltschutz_bezirke_auskoemmlich_finanzieren_ii.md
22/2129;2020-11-11;2020-11-17;Mein Baum – Meine Stadt: Fragen zur Kampagne;Sandro Kappe;CDU;5;5;1;True;True;67035;22_02129_mein_baum_meine_stadt_fragen_zur_kampagne.md
22/2130;2020-11-11;2020-11-17;Bundesratsinitiative zur Stärkung des Tierschutzes – Warum hat die Senatorin für Justiz und Verbraucherschutz so schnell die Flinte ins Korn geschmissen?;Richard Seelmaecker;CDU;8;9;3;True;True;67036;22_02130_bundesratsinitiative_zur_staerkung_des_tierschutzes_warum_hat_die_senatorin_fuer_justiz_und_verbrauch.md
22/2149;2020-11-11;2020-11-17;Bewerberrückgang im laufenden Ausbildungsjahr – woran liegt es?;Birgit Stöver;CDU;9;10;6;True;True;67025;22_02149_bewerberrueckgang_im_laufenden_ausbildungsjahr_woran_liegt_es.md
22/2152;2020-11-11;2020-11-17;Neue Chancen für Langzeitarbeitslose – Wie viele Arbeitsplätze am ersten Arbeitsmarkt wurden über das Teilhabechancengesetz geschaffen?;Andreas Grutzeck;CDU;7;11;3;True;True;67024;22_02152_neue_chancen_fuer_langzeitarbeitslose_wie_viele_arbeitsplaetze_am_ersten_arbeitsmarkt_wurden_ueber_da.md
22/2160;2020-11-12;2020-11-20;Auswahl der Baumsorten: Biodiversität und Temperaturverträglichkeit sollten entscheidend sein;Sandro Kappe;CDU;18;18;7;True;True;66986;22_02160_auswahl_der_baumsorten_biodiversitaet_und_temperaturvertraeglichkeit_sollten_entscheidend_sein.md
22/2161;2020-11-12;2020-11-20;Erfolgsmodell HVV-SemesterTicket;"Alexander Mohrenberg; Ole Thorben Buschhüter; Annkathrin Kammeyer; Julia Barth";SPD;5;9;4;True;True;66998;22_02161_erfolgsmodell_hvv_semesterticket.md
22/2162;2020-11-12;2020-11-20;Beschleunigung der Bearbeitungsdauer – Wie steht es um die Digitalisierung der Bau- und Bauplanungsämter?;Dr. Anke Frieling;CDU;11;13;6;True;True;66999;22_02162_beschleunigung_der_bearbeitungsdauer_wie_steht_es_um_die_digitalisierung_der_bau_und_bauplanungsaemte.md
22/2169;2020-11-12;2020-11-20;Corona-Ausbruch in zwei Harburger Flüchtlingsunterkünften;Birgit Stöver;CDU;14;14;3;True;True;67000;22_02169_corona_ausbruch_in_zwei_harburger_fluechtlingsunterkuenften.md
22/2170;2020-11-12;2020-11-20;Gastronomie als Treiber der Pandemie? Was ergaben die Kontrollen im Oktober 2020?;Arne Platzbecker;SPD;7;9;2;True;True;67001;22_02170_gastronomie_als_treiber_der_pandemie_was_ergaben_die_kontrollen_im_oktober_2020.md
22/2171;2020-11-12;2020-11-20;Warum kommt die Leitstelle der neuen Taskforce zur Kontaktnachverfolgung erst jetzt?;Stephan Gamm;CDU;20;22;4;True;True;66993;22_02171_warum_kommt_die_leitstelle_der_neuen_taskforce_zur_kontaktnachverfolgung_erst_jetzt.md
22/2172;2020-11-12;2020-11-20;Infektionen mit dem Coronavirus in den Unterkünften für Geflüchtete Sinstorfer Kirchweg und Wetternstraße – wann wird endlich entzerrt belegt?;"Dr. Carola Ensslen; Sabine Boeddinghaus";Die Linke;29;30;7;True;True;67003;22_02172_infektionen_mit_dem_coronavirus_in_den_unterkuenften_fuer_gefluechtete_sinstorfer_kirchweg_und_wetter.md
22/2173;2020-11-12;2020-11-20;Abschiebehaft in Hamburg im 1. Quartal 2020;Dr. Carola Ensslen;Die Linke;7;7;4;True;True;67004;22_02173_abschiebehaft_in_hamburg_im_1_quartal_2020.md
22/2174;2020-11-12;2020-11-20;Abschiebehaft in Hamburg im 2. Quartal 2020;Dr. Carola Ensslen;Die Linke;7;8;3;True;True;67006;22_02174_abschiebehaft_in_hamburg_im_2_quartal_2020.md
22/2175;2020-11-12;2020-11-20;Abschiebehaft in Hamburg im 3. Quartal 2020;Dr. Carola Ensslen;Die Linke;7;7;4;True;True;67007;22_02175_abschiebehaft_in_hamburg_im_3_quartal_2020.md
22/2176;2020-11-12;2020-11-20;Wird die neue Sternbrücke wegen des Güterverkehrs so groß dimensioniert?;Heike Sudmann;Die Linke;5;5;2;True;True;67009;22_02176_wird_die_neue_sternbruecke_wegen_des_gueterverkehrs_so_gross_dimensioniert.md
22/2177;2020-11-12;2020-11-20;SARS-CoV-2-Infektionen an Hamburger Schulen (VI);Sabine Boeddinghaus;Die Linke;11;28;7;True;True;66992;22_02177_sars_cov_2_infektionen_an_hamburger_schulen_vi.md
22/2178;2020-11-12;2020-11-20;Trotz zunehmender Infektionen auch an Hamburger Schulen – Homeschooling noch nicht einmal für Berufsschüler/-innen in Pflege und Heilerziehungsberufen;"Sabine Boeddinghaus; Cansu Özdemir; Deniz Celik";Die Linke;9;15;6;True;True;66989;22_02178_trotz_zunehmender_infektionen_auch_an_hamburger_schulen_homeschooling_noch_nicht_einmal_fuer_berufssc.md
22/2179;2020-11-12;2020-11-20;Aktivitäten von Corona-Leugnern/-innen an Hamburger Schulen;"Deniz Celik; Sabine Boeddinghaus";Die Linke;13;13;5;True;True;67010;22_02179_aktivitaeten_von_corona_leugnern_innen_an_hamburger_schulen.md
22/2180;2020-11-12;2020-11-20;Armut macht krank! Wie verteilen sich die COVID-19-Infektionen auf die Hamburger Stadtteile?;Deniz Celik;Die Linke;5;5;2;True;True;67012;22_02180_armut_macht_krank_wie_verteilen_sich_die_covid_19_infektionen_auf_die_hamburger_stadtteile.md
22/2181;2020-11-12;2020-11-20;Krankenhausausbrüche von COVID-19 – Nachfrage zu Drs. 22/2003;Deniz Celik;Die Linke;2;2;1;True;True;67013;22_02181_krankenhausausbrueche_von_covid_19_nachfrage_zu_drs_22_2003.md
22/2182;2020-11-12;2020-11-20;Genderneutrale Toiletten an Schulen im Bezirk Wandsbek;Olga Petersen;AfD;10;10;2;True;True;67014;22_02182_genderneutrale_toiletten_an_schulen_im_bezirk_wandsbek.md
22/2184;2020-11-12;2020-11-20;Genderneutrale Toiletten an Schulen im Bezirk Harburg;Olga Petersen;AfD;10;10;2;True;True;67015;22_02184_genderneutrale_toiletten_an_schulen_im_bezirk_harburg.md
22/2185;2020-11-12;2020-11-20;Genderneutrale Toiletten an Schulen im Bezirk Hamburg-Nord;Olga Petersen;AfD;10;10;2;True;True;67016;22_02185_genderneutrale_toiletten_an_schulen_im_bezirk_hamburg_nord.md
22/2186;2020-11-12;2020-11-20;Genderneutrale Toiletten an Schulen im Bezirk Altona;Olga Petersen;AfD;11;11;2;True;True;67017;22_02186_genderneutrale_toiletten_an_schulen_im_bezirk_altona.md
22/2187;2020-11-12;2020-11-20;Genderneutrale Toiletten an Schulen im Bezirk Bergedorf;Olga Petersen;AfD;10;10;2;True;True;67018;22_02187_genderneutrale_toiletten_an_schulen_im_bezirk_bergedorf.md
22/2188;2020-11-12;2020-11-20;Genderneutrale Toiletten an Schulen im Bezirk Eimsbüttel;Olga Petersen;AfD;10;10;2;True;True;66996;22_02188_genderneutrale_toiletten_an_schulen_im_bezirk_eimsbuettel.md
22/2189;2020-11-12;2020-11-20;Genderneutrale Toiletten an Schulen im Bezirk Hamburg-Mitte;Olga Petersen;AfD;10;10;2;True;True;67019;22_02189_genderneutrale_toiletten_an_schulen_im_bezirk_hamburg_mitte.md
22/2190;2020-11-12;2020-11-20;Steigt die Zahl der Quarantäne-Verweigerer?;Stephan Gamm;CDU;8;10;3;True;True;67020;22_02190_steigt_die_zahl_der_quarantaene_verweigerer.md
22/2193;2020-11-13;2020-11-20;Atomtransporte durch Hamburg (III);"Stephan Jersch; Norbert Hackbusch";Die Linke;18;18;11;True;True;67055;22_02193_atomtransporte_durch_hamburg_iii.md
22/2194;2020-11-13;2020-11-20;Immer wieder kommt es zu erschütternden Taten – Werden Opfer von Beziehungsgewalt in Hamburg ausreichend geschützt?;Richard Seelmaecker;CDU;10;11;9;True;True;67115;22_02194_immer_wieder_kommt_es_zu_erschuetternden_taten_werden_opfer_von_beziehungsgewalt_in_hamburg_ausreiche.md
22/2195;2020-11-13;2020-11-20;Erneuter Leitungswechsel im Gesundheitsamt Harburg?;Birgit Stöver;CDU;15;20;4;True;True;67056;22_02195_erneuter_leitungswechsel_im_gesundheitsamt_harburg.md
22/2197;2020-11-13;2020-11-20;Wer überprüft die Staubbelastung bei Verdachtsfällen? (II);"Sandro Kappe; Dennis Gladiator";CDU;3;4;2;True;True;67058;22_02197_wer_ueberprueft_die_staubbelastung_bei_verdachtsfaellen_ii.md
22/2198;2020-11-13;2020-11-20;Der „Hunde-Trick“ der Bettelmafia und illegaler Welpenhandel – Was unternimmt der Senat dagegen?;Sandro Kappe;CDU;15;18;5;True;True;67059;22_02198_der_hunde_trick_der_bettelmafia_und_illegaler_welpenhandel_was_unternimmt_der_senat_dagegen.md
22/2199;2020-11-13;2020-11-20;Waldbrände frühzeitig verhindern: Was unternimmt der Senat? (II);"Sandro Kappe; Dennis Gladiator";CDU;8;8;2;True;True;67022;22_02199_waldbraende_fruehzeitig_verhindern_was_unternimmt_der_senat_ii.md
22/2200;2020-11-13;2020-11-20;Hat die Behörden-Posse um den idyllischen Weg an der Tarpenbek nun ein erfreuliches Ende gefunden?;Richard Seelmaecker;CDU;4;6;2;True;True;67105;22_02200_hat_die_behoerden_posse_um_den_idyllischen_weg_an_der_tarpenbek_nun_ein_erfreuliches_ende_gefunden.md
22/2201;2020-11-13;2020-11-20;Süderelbe-Kitas auf dem Prüfstand;"André Trepoll; Silke Seif";CDU;24;33;15;True;True;66991;22_02201_suederelbe_kitas_auf_dem_pruefstand.md
22/2202;2020-11-13;2020-11-20;„Ferlemann“-Tunnel für die S-Bahn: Wie sieht es aus mit der Aufwärtskompatibilität des Fernbahnhofs Diebsteich und dem Wegfall beziehungsweise der Verlegung der S-Bahn-Haltestellen Sternschanze und Holstenstraße?;Heike Sudmann;Die Linke;8;13;3;True;True;67106;22_02202_ferlemann_tunnel_fuer_die_s_bahn_wie_sieht_es_aus_mit_der_aufwaertskompatibilitaet_des_fernbahnhofs_d.md
22/2203;2020-11-13;2020-11-20;Unterhalb der Gürtellinie! – Finanzsenator Andreas Dressel (SPD) gewährt Antisemiten, Islamisten und Linksextremisten Gemeinnützigkeit und bezichtigt den Überbringer der Nachricht der „Fake News“;"Dr. Alexander Wolf; Dirk Nockemann";AfD;19;22;8;True;True;67107;22_02203_unterhalb_der_guertellinie_finanzsenator_andreas_dressel_spd_gewaehrt_antisemiten_islamisten_und_link.md
22/2204;2020-11-13;2020-11-20;Nachgefragt: 23,5 Millionen Euro für das Gelände des Volksparkstadions?;"Dr. Anke Frieling; Ralf Niedmers; Thilo Kleibauer";CDU;6;9;2;True;True;67108;22_02204_nachgefragt_23_5_millionen_euro_fuer_das_gelaende_des_volksparkstadions.md
22/2206;2020-11-16;2020-11-24;Corona-Infektionen an Hamburger Schulen;Birgit Stöver;CDU;20;20;4;True;True;67045;22_02206_corona_infektionen_an_hamburger_schulen.md
22/2207;2020-11-16;2020-11-24;Schule in Corona-Zeiten – Wie läuft es in sozial schwächeren Stadtteilen?;Anna-Elisabeth von Treuenfels-Frowein;fraktionslos;11;11;4;True;True;67047;22_02207_schule_in_corona_zeiten_wie_laeuft_es_in_sozial_schwaecheren_stadtteilen.md
22/2208;2020-11-16;2020-11-24;Keine Toleranz gegenüber islamistischer Intoleranz in Hamburg!;Anna-Elisabeth von Treuenfels-Frowein;fraktionslos;12;12;3;True;True;67048;22_02208_keine_toleranz_gegenueber_islamistischer_intoleranz_in_hamburg.md
22/2209;2020-11-16;2020-11-24;Damit die Integration gelingt – „Flüchtlingsmonitoring“ Oktober 2020;"Andreas Grutzeck; Dennis Gladiator";CDU;33;45;20;True;True;67043;22_02209_damit_die_integration_gelingt_fluechtlingsmonitoring_oktober_2020.md
22/2210;2020-11-16;2020-11-24;Zustand und Entwicklung des Hamburger Waldes;Sandro Kappe;CDU;16;22;5;True;True;67044;22_02210_zustand_und_entwicklung_des_hamburger_waldes.md
22/2211;2020-11-16;2020-11-24;Corona-Warn-App 2.0 – Verbesserungen sind überfällig!;Anna-Elisabeth von Treuenfels-Frowein;fraktionslos;9;12;3;True;True;67049;22_02211_corona_warn_app_2_0_verbesserungen_sind_ueberfaellig.md
22/2212;2020-11-16;2020-11-24;Planfeststellungsverfahren noch nicht abgeschlossen, dennoch sei bereits im April nachgepflanzt worden – Wieso wusste der Senat davon nichts?;Sandro Kappe;CDU;20;20;5;True;True;67087;22_02212_planfeststellungsverfahren_noch_nicht_abgeschlossen_dennoch_sei_bereits_im_april_nachgepflanzt_worden.md
22/2213;2020-11-16;2020-11-24;Für mehr Mobilität und gegen schädliche Parksuchverkehre – Ist im Stadtteil Eilbek die Einrichtung von Bewohnerparkzonen geplant?;Ralf Niedmers;CDU;16;23;4;True;True;67050;22_02213_fuer_mehr_mobilitaet_und_gegen_schaedliche_parksuchverkehre_ist_im_stadtteil_eilbek_die_einrichtung_v.md
22/2214;2020-11-16;2020-11-24;Entgelt in Werkstätten für Menschen mit Behinderung – Gab es Kürzungen während der Corona-Krise in Hamburg?;Cansu Özdemir;Die Linke;21;25;6;True;True;67086;22_02214_entgelt_in_werkstaetten_fuer_menschen_mit_behinderung_gab_es_kuerzungen_waehrend_der_corona_krise_in_.md
22/2215;2020-11-16;2020-11-24;Sorge vor neuer Radikalisierungswelle – Wie kann Hamburg damit umgehen?;"Cansu Özdemir; Sabine Boeddinghaus; Insa Tietjen";Die Linke;9;10;5;True;True;67081;22_02215_sorge_vor_neuer_radikalisierungswelle_wie_kann_hamburg_damit_umgehen.md
22/2216;2020-11-16;2020-11-24;„Graue Wölfe“ in Hamburg – wird die Gefahr unterschätzt?;Cansu Özdemir;Die Linke;15;18;4;True;True;67054;22_02216_graue_woelfe_in_hamburg_wird_die_gefahr_unterschaetzt.md
22/2217;2020-11-16;2020-11-24;Bebauungsplan-Verfahren St. Georg 43 unter Ausschluss der Öffentlichkeit?;Heike Sudmann;Die Linke;10;14;4;True;True;67053;22_02217_bebauungsplan_verfahren_st_georg_43_unter_ausschluss_der_oeffentlichkeit.md
22/2218;2020-11-16;2020-11-24;Tarifliche Ein- und Höhergruppierungen in den Bezirksämtern – Wer ist verantwortlich?;"Stephan Jersch; David Stoop";Die Linke;11;11;6;True;True;67046;22_02218_tarifliche_ein_und_hoehergruppierungen_in_den_bezirksaemtern_wer_ist_verantwortlich.md
22/2219;2020-11-16;2020-11-24;Konsequente Nachverfolgung von Infektionen an Hamburgs Schulen?;Birgit Stöver;CDU;11;14;3;True;True;67051;22_02219_konsequente_nachverfolgung_von_infektionen_an_hamburgs_schulen.md
22/2228;2020-11-17;2020-11-24;Baumaßnahmen am Jungfernstieg und Auswirkungen auf Einsätze für das Handwerk;Zohra Mojadeddi;GRÜNE;3;3;2;True;True;67062;22_02228_baumassnahmen_am_jungfernstieg_und_auswirkungen_auf_einsaetze_fuer_das_handwerk.md
22/2229;2020-11-17;2020-11-24;Der entsetzliche Tod des Lehrers Samuel Paty in Frankreich und die Auswirkungen in Hamburgs Schulen;"Dennis Gladiator; Birgit Stöver";CDU;12;23;6;True;True;67063;22_02229_der_entsetzliche_tod_des_lehrers_samuel_paty_in_frankreich_und_die_auswirkungen_in_hamburgs_schulen.md
22/2230;2020-11-17;2020-11-24;Mehr öffentliche Toiletten für Hamburg – Alle Bezirke haben ein Anrecht auf öffentliche Toiletten;"Sandro Kappe; Stephan Gamm";CDU;8;10;3;True;True;67075;22_02230_mehr_oeffentliche_toiletten_fuer_hamburg_alle_bezirke_haben_ein_anrecht_auf_oeffentliche_toiletten.md
22/2231;2020-11-17;2020-11-24;Müssen die Hamburger Trinkwasser sparen?;Sandro Kappe;CDU;20;20;3;True;True;67066;22_02231_muessen_die_hamburger_trinkwasser_sparen.md
