drucksache;datum_anfrage;datum_drucksache;titel;urheber;fraktionen;fragen;einzelfragen;seiten;format_erkannt;beantwortet;vorgang;datei
21/10491;2017-09-26;2017-10-02;Gewaltschutzkonzept in Flüchtlingseinrichtungen auch in Horst (MV) Standard?;"Christiane Schneider; Cansu Özdemir";Die Linke;10;14;3;True;True;54350;21_10491_gewaltschutzkonzept_in_fluechtlingseinrichtungen_auch_in_horst_mv_standard.md
21/10492;2017-09-26;2017-10-02;Ausbildungssituation an den Gerichten und Staatsanwaltschaften;Richard Seelmaecker;CDU;5;7;3;True;True;54351;21_10492_ausbildungssituation_an_den_gerichten_und_staatsanwaltschaften.md
21/10493;2017-09-26;2017-10-02;Fachkräftebedarfe in Hamburg;Jennyfer Dutschke;FDP;5;7;3;True;True;54347;21_10493_fachkraeftebedarfe_in_hamburg.md
21/10494;2017-09-26;2017-10-02;Flüchtlinge und duale Ausbildung in Hamburg;Jennyfer Dutschke;FDP;8;14;4;True;True;54346;21_10494_fluechtlinge_und_duale_ausbildung_in_hamburg.md
21/10495;2017-09-26;2017-10-02;Wartezeiten an Recyclinghöfen;"Dr. Kurt Duwe; Jennyfer Dutschke";FDP;9;10;3;True;True;54345;21_10495_wartezeiten_an_recyclinghoefen.md
21/10499;2017-09-27;2017-10-02;Mehr Sexualdelikte in Hamburg?;Dennis Gladiator;CDU;3;3;4;True;True;54354;21_10499_mehr_sexualdelikte_in_hamburg.md
21/10500;2017-09-27;2017-10-02;Straffung von Gerichtsverfahren und Befreiung von überflüssigen Regelungen;Richard Seelmaecker;CDU;2;3;2;True;True;54355;21_10500_straffung_von_gerichtsverfahren_und_befreiung_von_ueberfluessigen_regelungen.md
21/10501;2017-09-27;2017-10-02;Besetzung von Spitzenpositionen in der Justiz;Richard Seelmaecker;CDU;4;7;2;True;True;54356;21_10501_besetzung_von_spitzenpositionen_in_der_justiz.md
21/10517;2017-09-27;2017-10-02;Sicherheitslücken bei Herzschrittmachern;Dr. Joachim Körner;AfD;5;13;2;True;True;54357;21_10517_sicherheitsluecken_bei_herzschrittmachern.md
21/10518;2017-09-27;2017-10-02;Inanspruchnahme der Flüchtlingspaten als Bürgen bei der Rückzahlung von Sozialleistungen;"Dr. Bernd Baumann; Dirk Nockemann; Dr. Alexander Wolf; Detlef Ehlebracht";AfD;4;7;2;True;True;54353;21_10518_inanspruchnahme_der_fluechtlingspaten_als_buergen_bei_der_rueckzahlung_von_sozialleistungen.md
21/10520;2017-09-28;2017-10-06;Rückkauf des zentralen Hamburger Fernwärmesystems;Stephan Jersch;Die Linke;6;11;2;True;True;54360;21_10520_rueckkauf_des_zentralen_hamburger_fernwaermesystems.md
21/10521;2017-09-28;2017-10-06;StadtRAD;Martin Bill;GRÜNE;4;5;3;True;True;54361;21_10521_stadtrad.md
21/10522;2017-09-28;2017-10-06;Hamburg Messe und Congress GmbH (HMC): Wie hat sich die Messe Hamburg entwickelt? (III);David Erkalp;CDU;8;10;4;True;True;54362;21_10522_hamburg_messe_und_congress_gmbh_hmc_wie_hat_sich_die_messe_hamburg_entwickelt_iii.md
21/10525;2017-09-28;2017-10-06;Stand der EM-Bewerbung (II);Mehmet Yildiz;Die Linke;9;10;2;True;True;54363;21_10525_stand_der_em_bewerbung_ii.md
21/10526;2017-09-28;2017-10-06;„Bezahlausbildung“ in Hamburg (II);Sabine Boeddinghaus;Die Linke;5;6;2;True;True;54364;21_10526_bezahlausbildung_in_hamburg_ii.md
21/10527;2017-09-28;2017-10-06;Noch längere Leitung unter Notrufnummer 112? (II);Dennis Gladiator;CDU;10;16;3;True;True;54365;21_10527_noch_laengere_leitung_unter_notrufnummer_112_ii.md
21/10528;2017-09-28;2017-10-06;„Nachpflanzungen“ und „Fällungen“ im Hamburger „Schilderwald“ – Wie viele Verkehrsschilder wurden seit 2011 in Hamburg ab- beziehungsweise anmontiert?;Dennis Thering;CDU;4;8;2;True;True;54366;21_10528_nachpflanzungen_und_faellungen_im_hamburger_schilderwald_wie_viele_verkehrsschilder_wurden_seit_2011_.md
21/10532;2017-09-29;2017-10-06;HVV-Card;Detlef Ehlebracht;AfD;16;27;4;True;True;54367;21_10532_hvv_card.md
21/10533;2017-09-29;2017-10-06;Sicherheitspersonal in Hamburger Flüchtlingsunterkünften. Abfrage im September 2017;Prof. Dr. Jörn Kruse;AfD;9;9;3;True;True;54368;21_10533_sicherheitspersonal_in_hamburger_fluechtlingsunterkuenften_abfrage_im_september_2017.md
21/10534;2017-09-29;2017-10-06;Facharbeiter- und Akademikeranteil in der Gruppe der Hamburger Flüchtlinge. Abfrage zum September 2017;Prof. Dr. Jörn Kruse;AfD;6;12;2;True;True;54369;21_10534_facharbeiter_und_akademikeranteil_in_der_gruppe_der_hamburger_fluechtlinge_abfrage_zum_september_2017.md
21/10535;2017-09-29;2017-10-06;Fakten zur Demografie Hamburgs. Abfrage im September 2017;"Dirk Nockemann; Prof. Dr. Jörn Kruse";AfD;3;2;5;True;True;54370;21_10535_fakten_zur_demografie_hamburgs_abfrage_im_september_2017.md
21/10536;2017-09-29;2017-10-06;Zentrum für nachhaltiges Forschungsdatenmanagement (ZFM);Prof. Dr. Jörn Kruse;AfD;16;21;3;True;True;54371;21_10536_zentrum_fuer_nachhaltiges_forschungsdatenmanagement_zfm.md
21/10537;2017-09-29;2017-10-06;Kein ligatauglicher Sportplatz in der HafenCity wegen 15 Metern?;Detlef Ehlebracht;AfD;9;8;3;True;True;54372;21_10537_kein_ligatauglicher_sportplatz_in_der_hafencity_wegen_15_metern.md
21/10538;2017-09-29;2017-10-06;Schutzmaßnahmen für christliche Migranten;Prof. Dr. Jörn Kruse;AfD;11;14;2;True;True;54373;21_10538_schutzmassnahmen_fuer_christliche_migranten.md
21/10539;2017-09-29;2017-10-06;Muslimische Intensivtäter in Hamburg – Wie ist die Situation im September 2017?;Prof. Dr. Jörn Kruse;AfD;2;2;6;True;True;54375;21_10539_muslimische_intensivtaeter_in_hamburg_wie_ist_die_situation_im_september_2017.md
21/10540;2017-09-29;2017-10-06;Nordafrikanische Intensivtäter („Nafri“) in Hamburg – Wie ist die Lage im September 2017?;Prof. Dr. Jörn Kruse;AfD;4;4;3;True;True;54376;21_10540_nordafrikanische_intensivtaeter_nafri_in_hamburg_wie_ist_die_lage_im_september_2017.md
21/10541;2017-09-29;2017-10-06;Wettbewerbsfähigkeit des Hamburger Hafens durch bessere Kooperation mit dem Zoll verbessern (III);Ralf Niedmers;CDU;14;18;5;True;True;54377;21_10541_wettbewerbsfaehigkeit_des_hamburger_hafens_durch_bessere_kooperation_mit_dem_zoll_verbessern_iii.md
21/10542;2017-09-29;2017-10-06;Haben Raser in Hamburg nachts freie Fahrt? Verteilung der Messeinheiten der mobilen Geschwindigkeitsmessung über den Tag;Dennis Thering;CDU;3;3;2;True;True;54378;21_10542_haben_raser_in_hamburg_nachts_freie_fahrt_verteilung_der_messeinheiten_der_mobilen_geschwindigkeitsme.md
21/10543;2017-09-29;2017-10-06;Untersuchungshaft – Haben sich die Bedingungen für die Bediensteten verschlechtert?;Anna-Elisabeth von Treuenfels-Frowein;FDP;7;14;4;True;True;54379;21_10543_untersuchungshaft_haben_sich_die_bedingungen_fuer_die_bediensteten_verschlechtert.md
21/10544;2017-09-29;2017-10-06;Verkaufsoffene Sonntage in Hamburg – Warum werden Hamburgs Händler mit immer mehr Bürokratie überzogen? (V);Michael Kruse;FDP;7;11;3;True;True;54386;21_10544_verkaufsoffene_sonntage_in_hamburg_warum_werden_hamburgs_haendler_mit_immer_mehr_buerokratie_ueberzog.md
21/10545;2017-09-29;2017-10-06;Lernen im Ganztag ohne Hausaufgaben?;Daniel Oetzel;FDP;6;10;2;True;True;54390;21_10545_lernen_im_ganztag_ohne_hausaufgaben.md
21/10546;2017-09-29;2017-10-06;Klarheit bei der Entwicklung des Kleinen Grasbrook schaffen!;Jörg Hamann;CDU;8;11;2;True;True;54396;21_10546_klarheit_bei_der_entwicklung_des_kleinen_grasbrook_schaffen.md
21/10547;2017-09-29;2017-10-06;Zwischenstand Rückkauf von Gas- und Fernwärmenetz – Wie setzt der Senat den Volksentscheid um?;"Michael Kruse; Dr. Kurt Duwe";FDP;7;15;2;True;True;54397;21_10547_zwischenstand_rueckkauf_von_gas_und_fernwaermenetz_wie_setzt_der_senat_den_volksentscheid_um.md
21/10548;2017-10-02;2017-10-10;Muss erst mal ein Speicher ins Wasser fallen? Standsicherheit und Sanierung der Kaimauern der historischen Speicherstadt;Norbert Hackbusch;Die Linke;15;18;3;True;True;54398;21_10548_muss_erst_mal_ein_speicher_ins_wasser_fallen_standsicherheit_und_sanierung_der_kaimauern_der_historis.md
21/10549;2017-10-02;2017-10-10;Luftreinhaltung in Hamburg – Luftmessstationen 20VE und 61WB (Veddel und Wilhelmsburg);Heike Sudmann;Die Linke;6;14;2;True;True;54399;21_10549_luftreinhaltung_in_hamburg_luftmessstationen_20ve_und_61wb_veddel_und_wilhelmsburg.md
21/10550;2017-10-02;2017-10-10;Ausbau der öffentlich-rechtlichen Unterbringung – 1.500 zusätzliche Plätze für Wohnungs- und Obdachlose (II);Cansu Özdemir;Die Linke;7;12;2;True;True;54400;21_10550_ausbau_der_oeffentlich_rechtlichen_unterbringung_1_500_zusaetzliche_plaetze_fuer_wohnungs_und_obdachl.md
21/10551;2017-10-02;2017-10-10;Einschränkungen für Werbung im HVV;Dr. Wieland Schinnenburg;FDP;7;8;2;True;True;54401;21_10551_einschraenkungen_fuer_werbung_im_hvv.md
21/10552;2017-10-02;2017-10-10;Sanierung des Philosophenturms und Anmietung von Ersatzflächen (5);Dr. Wieland Schinnenburg;FDP;3;4;1;True;True;54402;21_10552_sanierung_des_philosophenturms_und_anmietung_von_ersatzflaechen_5.md
21/10553;2017-10-02;2017-10-10;Wasserrohrbruch auf der B 431;Dr. Wieland Schinnenburg;FDP;5;6;1;True;True;54403;21_10553_wasserrohrbruch_auf_der_b_431.md
21/10555;2017-10-02;2017-10-10;Sanierung der Luruper Hauptstraße und neue Ampel Luruper Hauptstraße an der Einmündung zum Fahrenort;"Frank Schmitt; Martin Bill";"GRÜNE; SPD";3;5;2;True;True;54404;21_10555_sanierung_der_luruper_hauptstrasse_und_neue_ampel_luruper_hauptstrasse_an_der_einmuendung_zum_fahreno.md
21/10556;2017-10-02;2017-10-10;Wie geht es weiter mit der Sporthalle der STS Winterhude?;Thomas Kreuzmann;CDU;4;5;1;True;True;54405;21_10556_wie_geht_es_weiter_mit_der_sporthalle_der_sts_winterhude.md
21/10557;2017-10-02;2017-10-10;Wie geht es weiter bei der Sportanlage Notkestraße? (2);Thomas Kreuzmann;CDU;3;5;1;True;True;54406;21_10557_wie_geht_es_weiter_bei_der_sportanlage_notkestrasse_2.md
21/10558;2017-10-02;2017-10-10;Was geschieht mit dem Gelände des Clubs an der Alster in Wellingsbüttel? (2);Dennis Thering;CDU;5;10;2;True;True;54407;21_10558_was_geschieht_mit_dem_gelaende_des_clubs_an_der_alster_in_wellingsbuettel_2.md
21/10560;2017-10-04;2017-10-10;Stand der Belegung der Erstaufnahme (EA) Fiersbarg Ende September 2017;Dennis Thering;CDU;22;33;7;True;True;54408;21_10560_stand_der_belegung_der_erstaufnahme_ea_fiersbarg_ende_september_2017.md
21/10561;2017-10-04;2017-10-10;Kollabiert Hamburgs Justizvollzug?;Richard Seelmaecker;CDU;7;13;3;True;True;54409;21_10561_kollabiert_hamburgs_justizvollzug.md
21/10562;2017-10-04;2017-10-10;Folgen der Störung der öffentlichen Sicherheit und Ordnung sowie Umwelt durch das Schiff „Yang Ming Utmost“ am 04.10.2014 (V);Karl-Heinz Warnholz;CDU;5;5;2;True;True;54411;21_10562_folgen_der_stoerung_der_oeffentlichen_sicherheit_und_ordnung_sowie_umwelt_durch_das_schiff_yang_ming_.md
21/10563;2017-10-04;2017-10-10;0-Prozent-Kredite der Stadt für öffentliche Unternehmen – Wie ist der aktuelle Stand bei den Liquiditätshilfen? (4);Thilo Kleibauer;CDU;3;8;4;True;True;54412;21_10563_0_prozent_kredite_der_stadt_fuer_oeffentliche_unternehmen_wie_ist_der_aktuelle_stand_bei_den_liquidit.md
21/10564;2017-10-04;2017-10-10;Jahresabschlussprüfung der hsh portfoliomanagement AöR ab 2017 (2) – Sucht sich der Vorstand seine Prüfer selbst aus?;Thilo Kleibauer;CDU;3;5;1;True;True;54413;21_10564_jahresabschlusspruefung_der_hsh_portfoliomanagement_aoer_ab_2017_2_sucht_sich_der_vorstand_seine_prue.md
21/10565;2017-10-04;2017-10-10;Quartalsweise Berichterstattung der hsh portfoliomanagement AöR;Thilo Kleibauer;CDU;6;11;2;True;True;54414;21_10565_quartalsweise_berichterstattung_der_hsh_portfoliomanagement_aoer.md
21/10571;2017-10-04;2017-10-10;Drs. 21/10110 Halbjahresbericht 2017 i.V.m. Drs. 21/4443 – Errichtung des Rechen- und Dienstleistungszentrums Telekommunikationsüberwachung im Nordverbund;"Carl-Edgar Jarchow; Jennyfer Dutschke";FDP;12;19;3;True;True;54415;21_10571_drs_21_10110_halbjahresbericht_2017_i_v_m_drs_21_4443_errichtung_des_rechen_und_dienstleistungszentru.md
21/10572;2017-10-04;2017-10-10;Fehlzeiten der Lehrkräfte im Schuljahr 2016/2017;Anna-Elisabeth von Treuenfels-Frowein;FDP;6;7;2;True;True;54416;21_10572_fehlzeiten_der_lehrkraefte_im_schuljahr_2016_2017.md
21/10570;2017-10-05;2017-10-13;ATAG-Klauseln;"Jens Meyer; Michael Kruse";FDP;7;11;2;True;True;54435;21_10570_atag_klauseln.md
21/10573;2017-10-05;2017-10-13;G20 – SoKo „Schwarzer Block“ setzt Gesichtserkennungssoftware ein;"Christiane Schneider; Cansu Özdemir";Die Linke;13;19;4;True;True;54436;21_10573_g20_soko_schwarzer_block_setzt_gesichtserkennungssoftware_ein.md
21/10574;2017-10-05;2017-10-13;Gesetzeskonforme Errichtung von Windenergieanlagen;Dennis Gladiator;CDU;7;8;3;True;True;54437;21_10574_gesetzeskonforme_errichtung_von_windenergieanlagen.md
21/10575;2017-10-05;2017-10-13;Welches externe Unternehmen begleitet die Ablösung des IT-Verfahrens PROSA?;Thomas Kreuzmann;CDU;5;7;2;True;True;54425;21_10575_welches_externe_unternehmen_begleitet_die_abloesung_des_it_verfahrens_prosa.md
21/10576;2017-10-05;2017-10-13;Warum drückt der Senat die Vergütungen von Dolmetschern/-innen an Schulen?;Sabine Boeddinghaus;Die Linke;16;34;6;True;True;54438;21_10576_warum_drueckt_der_senat_die_verguetungen_von_dolmetschern_innen_an_schulen.md
21/10577;2017-10-05;2017-10-13;Anstellungsbedingungen und Bezahlung von Lehrkräften in AvM-Dual;Sabine Boeddinghaus;Die Linke;13;33;5;True;True;54439;21_10577_anstellungsbedingungen_und_bezahlung_von_lehrkraeften_in_avm_dual.md
21/10578;2017-10-05;2017-10-13;Wohnungsbestand und Wohnungsbautätigkeit im Stadtteil Rahlstedt im Jahre 2016;Ole Thorben Buschhüter;SPD;10;10;4;True;True;54426;21_10578_wohnungsbestand_und_wohnungsbautaetigkeit_im_stadtteil_rahlstedt_im_jahre_2016.md
21/10579;2017-10-05;2017-10-13;Wir warten auf Godot – Oder: Wir warten auf den CDO;Michael Kruse;FDP;6;9;1;True;True;54427;21_10579_wir_warten_auf_godot_oder_wir_warten_auf_den_cdo.md
21/10580;2017-10-05;2017-10-13;Bauarbeiten am Maienweg;Dr. Wieland Schinnenburg;FDP;6;11;2;True;True;54440;21_10580_bauarbeiten_am_maienweg.md
21/10581;2017-10-05;2017-10-13;Gleicher Lohn für gleiche Arbeit - Gilt das auch bei der Hochbahn-Wache? (III);Franziska Grunwaldt;CDU;6;9;2;True;True;54441;21_10581_gleicher_lohn_fuer_gleiche_arbeit_gilt_das_auch_bei_der_hochbahn_wache_iii.md
21/10582;2017-10-05;2017-10-13;Ist die Koordinierungsstelle savîa von Gewalt bedrohten Flüchtlingen bereits eine Hilfe gewesen? (III);Franziska Grunwaldt;CDU;11;13;3;True;True;54442;21_10582_ist_die_koordinierungsstelle_sav_a_von_gewalt_bedrohten_fluechtlingen_bereits_eine_hilfe_gewesen_iii.md
21/10583;2017-10-05;2017-10-13;Wohnanlage Grandweg/An der Lohbek: aktueller Stand der Abschiebungen und Asylverfahren – Quartalsabfrage 03/2017;Dr. Alexander Wolf;AfD;6;6;1;True;True;54443;21_10583_wohnanlage_grandweg_an_der_lohbek_aktueller_stand_der_abschiebungen_und_asylverfahren_quartalsabfrage.md
21/10584;2017-10-05;2017-10-13;U18-Wahlen an Hamburger Schulen;Dr. Alexander Wolf;AfD;6;6;2;True;True;54444;21_10584_u18_wahlen_an_hamburger_schulen.md
21/10585;2017-10-05;2017-10-13;T-Stube Pferdestall: von Linksextremisten besetzter Raum an der Universität Hamburg? (II);Dr. Alexander Wolf;AfD;6;8;2;True;True;54428;21_10585_t_stube_pferdestall_von_linksextremisten_besetzter_raum_an_der_universitaet_hamburg_ii.md
21/10586;2017-10-05;2017-10-13;Antifa-Infostand auf Stadtteilfest;Dr. Alexander Wolf;AfD;3;5;1;True;True;54445;21_10586_antifa_infostand_auf_stadtteilfest.md
21/10587;2017-10-05;2017-10-13;Anti-AfD-Seminare im öffentlich geförderten Bürgerhaus Wilhelmsburg? (II);Dr. Alexander Wolf;AfD;7;7;2;True;True;54429;21_10587_anti_afd_seminare_im_oeffentlich_gefoerderten_buergerhaus_wilhelmsburg_ii.md
21/10588;2017-10-05;2017-10-13;„Nazis“ in der Hamburgischen Bürgerschaft und den Behörden der Freien und Hansestadt Hamburg?;Dr. Alexander Wolf;AfD;5;5;2;True;True;54446;21_10588_nazis_in_der_hamburgischen_buergerschaft_und_den_behoerden_der_freien_und_hansestadt_hamburg.md
21/10592;2017-10-06;2017-10-13;Errichtung einer Präventionsstelle und Fortbildungsangebote für Lehrkräfte, Jugendleiter und Mitarbeiter/-innen der Jugendämter;Dennis Gladiator;CDU;3;5;3;True;True;54447;21_10592_errichtung_einer_praeventionsstelle_und_fortbildungsangebote_fuer_lehrkraefte_jugendleiter_und_mitarb.md
21/10593;2017-10-06;2017-10-13;Belastungen für Anwohnerinnen und Anwohner der Straße Brillkamp in Hummelsbüttel reduzieren;Dennis Thering;CDU;7;8;2;True;True;54470;21_10593_belastungen_fuer_anwohnerinnen_und_anwohner_der_strasse_brillkamp_in_hummelsbuettel_reduzieren.md
21/10594;2017-10-06;2017-10-13;Das Tierhaus Steilshoop muss erhalten bleiben;"Dennis Thering; Thomas Kreuzmann";CDU;8;11;2;True;True;54473;21_10594_das_tierhaus_steilshoop_muss_erhalten_bleiben.md
21/10595;2017-10-06;2017-10-13;Was tut der Senat, um in der Flüchtlingsgroßsiedlung Mittlerer Landweg die Entstehung eines sozialen Brennpunktes zu verhindern? (II);"Franziska Grunwaldt; Dennis Gladiator";CDU;15;25;6;True;True;54486;21_10595_was_tut_der_senat_um_in_der_fluechtlingsgrosssiedlung_mittlerer_landweg_die_entstehung_eines_sozialen.md
21/10596;2017-10-06;2017-10-13;Gibt fördern und wohnen öffentlich-rechtliche Unterkunft in der Wohnanlage Grandweg/An der Lohbek wie geplant Ende 2017 auf?;"Franziska Grunwaldt; Carsten Ovens";CDU;0;0;1;False;True;54482;21_10596_gibt_foerdern_und_wohnen_oeffentlich_rechtliche_unterkunft_in_der_wohnanlage_grandweg_an_der_lohbek_w.md
21/10597;2017-10-06;2017-10-13;Entwicklung der OKJA-Angebote in der Freien und Hansestadt Hamburg;Daniel Oetzel;FDP;5;5;38;True;True;54483;21_10597_entwicklung_der_okja_angebote_in_der_freien_und_hansestadt_hamburg.md
21/10598;2017-10-06;2017-10-13;Vereinsverbote in Hamburg (III);Karl-Heinz Warnholz;CDU;3;3;1;True;True;54484;21_10598_vereinsverbote_in_hamburg_iii.md
21/10602;2017-10-09;2017-10-17;G20: Was wird aus dem beschlagnahmten historischen Wasserwerfer?;Christiane Schneider;Die Linke;12;19;3;True;True;54487;21_10602_g20_was_wird_aus_dem_beschlagnahmten_historischen_wasserwerfer.md
21/10603;2017-10-09;2017-10-17;Von Aggro-Bikern, Radrambos, Kampfradlern und Zweiradraudis – Wie ist es in Hamburg um das Phänomen rücksichtsloser Fahrradfahrer bestellt und was wird dagegen getan?;Dennis Thering;CDU;19;18;7;True;True;54488;21_10603_von_aggro_bikern_radrambos_kampfradlern_und_zweiradraudis_wie_ist_es_in_hamburg_um_das_phaenomen_ruec.md
21/10604;2017-10-09;2017-10-17;Wie ist es um die Erinnerungskultur in Hamburg bestellt?;Carsten Ovens;CDU;6;9;6;True;True;54489;21_10604_wie_ist_es_um_die_erinnerungskultur_in_hamburg_bestellt.md
21/10605;2017-10-09;2017-10-17;Verantwortungsvoller Umgang mit der wachsenden Stadt;Jörg Hamann;CDU;7;11;3;True;True;54490;21_10605_verantwortungsvoller_umgang_mit_der_wachsenden_stadt.md
21/10606;2017-10-09;2017-10-17;Ausbau der Zusammenarbeit der norddeutschen Landesämter für Verfassungsschutz – Aktueller Sachstand?;Dennis Gladiator;CDU;5;5;2;True;True;54492;21_10606_ausbau_der_zusammenarbeit_der_norddeutschen_landesaemter_fuer_verfassungsschutz_aktueller_sachstand.md
21/10607;2017-10-09;2017-10-17;Inwieweit wurde die Gesundheitsversorgung in Hamburgs Flüchtlingsunterkünften dem Bedarf angepasst?;Franziska Grunwaldt;CDU;14;22;4;True;True;54493;21_10607_inwieweit_wurde_die_gesundheitsversorgung_in_hamburgs_fluechtlingsunterkuenften_dem_bedarf_angepasst.md
21/10608;2017-10-09;2017-10-17;Neuausschreibung StadtRAD-System;"Martin Bill; Lars Pochnicht";"GRÜNE; SPD";8;11;3;True;True;54494;21_10608_neuausschreibung_stadtrad_system.md
21/10609;2017-10-09;2017-10-17;Ausschreibung HHA Elektrobusse;Detlef Ehlebracht;AfD;10;12;2;True;True;54495;21_10609_ausschreibung_hha_elektrobusse.md
21/10610;2017-10-09;2017-10-17;Fahrradstraßen an der Außenalster – Wie lauten die aktuellen Planungen für das „Bürgerforum“, die Scheffelstraße und den Bestand an Parkplätzen?;"Dennis Thering; Dr. Jens Wolf; Stephan Gamm";CDU;4;4;2;True;True;54503;21_10610_fahrradstrassen_an_der_aussenalster_wie_lauten_die_aktuellen_planungen_fuer_das_buergerforum_die_sche.md
21/10619;2017-10-10;2017-10-17;Verlust von Dienstausweisen (III);Karl-Heinz Warnholz;CDU;4;6;4;True;True;54424;21_10619_verlust_von_dienstausweisen_iii.md
21/10620;2017-10-10;2017-10-17;Welche Bedeutung hat die CeBIT für die Hamburger Start-up-Szene?;Carsten Ovens;CDU;11;17;7;True;True;54423;21_10620_welche_bedeutung_hat_die_cebit_fuer_die_hamburger_start_up_szene.md
21/10621;2017-10-10;2017-10-17;Hasskriminalität in Hamburg (III);Christiane Schneider;Die Linke;2;4;13;True;True;54422;21_10621_hasskriminalitaet_in_hamburg_iii.md
21/10622;2017-10-10;2017-10-17;Straf- und Gewalttaten mit rassistischem, rechtsextremistischem und/oder ausländerfeindlichem Hintergrund in Hamburg (3. Quartal 2017);Christiane Schneider;Die Linke;8;15;11;True;True;54421;21_10622_straf_und_gewalttaten_mit_rassistischem_rechtsextremistischem_und_oder_auslaenderfeindlichem_hintergr.md
