drucksache;datum_anfrage;datum_drucksache;titel;urheber;fraktionen;fragen;einzelfragen;seiten;format_erkannt;beantwortet;vorgang;datei
21/13800;2018-07-16;2018-07-24;Per Rad in den Hafen – Querung des Köhlbrands;"Dr. Anjes Tjarks; Martin Bill";GRÜNE;6;7;2;True;True;57567;21_13800_per_rad_in_den_hafen_querung_des_koehlbrands.md
21/13801;2018-07-16;2018-07-24;Umfrage zur Erweiterung der Buslinie 143 – Hat diese stattgefunden?;Birgit Stöver;CDU;15;24;10;True;True;57569;21_13801_umfrage_zur_erweiterung_der_buslinie_143_hat_diese_stattgefunden.md
21/13802;2018-07-16;2018-07-24;Regionale Bildungs- und Beratungszentren lassen Schüler mit Förderbedarfen erneut im Stich -Bescheide für Schulbegleitungen verärgern Schulen, betroffene Eltern und GBS- beziehungsweise GTS Träger;Birgit Stöver;CDU;9;16;4;True;True;57570;21_13802_regionale_bildungs_und_beratungszentren_lassen_schueler_mit_foerderbedarfen_erneut_im_stich_bescheide.md
21/13803;2018-07-16;2018-07-24;Planung der S-Bahn-Linie S4 von Hamburg nach Bad Oldesloe (IV);Ole Thorben Buschhüter;SPD;7;10;2;True;True;57571;21_13803_planung_der_s_bahn_linie_s4_von_hamburg_nach_bad_oldesloe_iv.md
21/13806;2018-07-17;2018-07-24;Ist die Bereitstellung von kostenfreien Fotos von der Polizei oder der Feuerwehr an die Medien rechtlich zulässig?;Carsten Ovens;CDU;7;17;2;True;True;57575;21_13806_ist_die_bereitstellung_von_kostenfreien_fotos_von_der_polizei_oder_der_feuerwehr_an_die_medien_rechtl.md
21/13807;2018-07-17;2018-07-24;Wohnungsbau auf der Altlastfläche am Neusurenland in Farmsen;Stephan Gamm;CDU;13;28;5;True;True;57576;21_13807_wohnungsbau_auf_der_altlastflaeche_am_neusurenland_in_farmsen.md
21/13808;2018-07-17;2018-07-24;Entwicklung der Überstunden bei der Hamburger Polizei im 2. Quartal 2018;Karl-Heinz Warnholz;CDU;6;7;2;True;True;57577;21_13808_entwicklung_der_ueberstunden_bei_der_hamburger_polizei_im_2_quartal_2018.md
21/13809;2018-07-17;2018-07-24;Einsatz von SCR-Katalysatoren im städtischen Fuhrpark. Hat der Senat bereits in seinem direkten Einflussbereich alles getan, um Hamburgs Luft sauberer werden zu lassen?;Stephan Gamm;CDU;15;26;5;True;True;57574;21_13809_einsatz_von_scr_katalysatoren_im_staedtischen_fuhrpark_hat_der_senat_bereits_in_seinem_direkten_einfl.md
21/13810;2018-07-18;2018-07-24;Aktuelle Ausbildungssituation im Strafvollzug (II) – Nachfragen;Richard Seelmaecker;CDU;5;5;3;True;True;57579;21_13810_aktuelle_ausbildungssituation_im_strafvollzug_ii_nachfragen.md
21/13811;2018-07-18;2018-07-24;Kulturelle Teilhabe nur auf dem Papier – Dürfen Schwerbehinderte ihre Begleitperson nicht mehr kostenfrei ins Museum mitnehmen?;Franziska Rath;CDU;7;15;4;True;True;57580;21_13811_kulturelle_teilhabe_nur_auf_dem_papier_duerfen_schwerbehinderte_ihre_begleitperson_nicht_mehr_kostenf.md
21/13812;2018-07-18;2018-07-24;Nachgefragt – Wie will der Senat Hamburg zur führenden europäischen Drohnenmetropole ausbauen?;Carsten Ovens;CDU;7;15;3;True;True;57581;21_13812_nachgefragt_wie_will_der_senat_hamburg_zur_fuehrenden_europaeischen_drohnenmetropole_ausbauen.md
21/13813;2018-07-19;2018-07-27;Beraterverträge/Gutachten (IV) – hier: Behörde für Stadtentwicklung und Wohnen (BSW);"Jennyfer Dutschke; Jens Meyer";FDP;4;26;13;True;True;57591;21_13813_beratervertraege_gutachten_iv_hier_behoerde_fuer_stadtentwicklung_und_wohnen_bsw.md
21/13814;2018-07-19;2018-07-27;Rundfunkbeitrag für beruflich genutzte Zweitwohnungen (II);Christel Nicolaysen;FDP;4;6;3;True;True;57592;21_13814_rundfunkbeitrag_fuer_beruflich_genutzte_zweitwohnungen_ii.md
21/13815;2018-07-19;2018-07-27;Schulcampus Hafencity (II) – Stadtteilschule und Gymnasium unter einem Dach – Wie soll das schulrechtlich funktionieren?;"Birgit Stöver; Jörg Hamann";CDU;14;26;3;True;True;57593;21_13815_schulcampus_hafencity_ii_stadtteilschule_und_gymnasium_unter_einem_dach_wie_soll_das_schulrechtlich_f.md
21/13816;2018-07-19;2018-07-27;Wie teuer macht der Senat das Wohnen in Hamburg?;Jörg Hamann;CDU;6;9;2;True;True;57594;21_13816_wie_teuer_macht_der_senat_das_wohnen_in_hamburg.md
21/13817;2018-07-19;2018-07-27;Kosten für IT-Lösung „Quartiersmanagement“ in Flüchtlingseinrichtungen;"Jennyfer Dutschke; Christel Nicolaysen";FDP;5;5;2;True;True;57595;21_13817_kosten_fuer_it_loesung_quartiersmanagement_in_fluechtlingseinrichtungen.md
21/13818;2018-07-19;2018-07-27;ioki in Lurup und Osdorf;"Dorothee Martin; Frank Schmitt";SPD;10;21;9;True;True;57596;21_13818_ioki_in_lurup_und_osdorf.md
21/13819;2018-07-19;2018-07-27;Situation der Freiwilligen Feuerwehren im Alstertal und in den Walddörfern im Sommer 2018;Dennis Thering;CDU;6;10;2;True;True;57597;21_13819_situation_der_freiwilligen_feuerwehren_im_alstertal_und_in_den_walddoerfern_im_sommer_2018.md
21/13820;2018-07-19;2018-07-27;Straßenschäden in Hamburg (4);Dennis Thering;CDU;7;13;6;True;True;57598;21_13820_strassenschaeden_in_hamburg_4.md
21/13821;2018-07-19;2018-07-27;Stationäre Blitzer auf Hamburgs Straßen (2);Dennis Thering;CDU;6;8;2;True;True;57613;21_13821_stationaere_blitzer_auf_hamburgs_strassen_2.md
21/13822;2018-07-20;2018-07-27;Umgestaltung der Eppendorfer Landstraße;"Jens Meyer; Ewald Aukes";FDP;7;28;2;True;True;57599;21_13822_umgestaltung_der_eppendorfer_landstrasse.md
21/13823;2018-07-20;2018-07-27;Auswirkungen der Umgestaltung der Osterstraße auf die ansässigen Geschäftsleute;"Jens Meyer; Ewald Aukes; Michael Kruse";FDP;4;11;3;True;True;57600;21_13823_auswirkungen_der_umgestaltung_der_osterstrasse_auf_die_ansaessigen_geschaeftsleute.md
21/13824;2018-07-20;2018-07-27;Dreifeld-Schulsporthalle Niekampsweg in Eidelstedt;Martina Koeppen;SPD;4;6;2;True;True;57601;21_13824_dreifeld_schulsporthalle_niekampsweg_in_eidelstedt.md
21/13825;2018-07-20;2018-07-27;UNESCO Advisory Mission in Bezug auf den City-Hof – Wie ist der Ablauf und wer wird daran teilnehmen?;Jens Meyer;FDP;7;7;2;True;True;57612;21_13825_unesco_advisory_mission_in_bezug_auf_den_city_hof_wie_ist_der_ablauf_und_wer_wird_daran_teilnehmen.md
21/13826;2018-07-23;2018-07-31;Zahl der religiösen Extremisten in Hamburg steigt kontinuierlich – Was tut der Senat im Bereich Prävention und warum bleiben die Maßnahmen wirkungslos?;Anna-Elisabeth von Treuenfels-Frowein;FDP;11;18;7;True;True;57636;21_13826_zahl_der_religioesen_extremisten_in_hamburg_steigt_kontinuierlich_was_tut_der_senat_im_bereich_praeve.md
21/13827;2018-07-23;2018-08-31;Von Aggro-Bikern, Radrambos, Kampfradlern und Zweiradraudis – Wie ist es in Hamburg um das Phänomen rücksichtsloser Fahrradfahrer bestellt und was wird dagegen getan? (2);Dennis Thering;CDU;17;16;6;True;True;57637;21_13827_von_aggro_bikern_radrambos_kampfradlern_und_zweiradraudis_wie_ist_es_in_hamburg_um_das_phaenomen_ruec.md
21/13828;2018-07-23;2018-07-31;„Über sieben Brücken musst Du gehen“, zumindest solange deren baulicher Zustand dies zulässt – Sanierungsbedürftige Brücken in Hamburg;Dennis Thering;CDU;14;18;56;True;True;57645;21_13828_ueber_sieben_bruecken_musst_du_gehen_zumindest_solange_deren_baulicher_zustand_dies_zulaesst_sanierun.md
21/13829;2018-07-23;2018-07-31;Führung und Personalsituation der Grundschule Knauerstraße – Sind dem Senat und der Behörde Probleme bekannt? (II);Birgit Stöver;CDU;15;26;4;True;True;58066;21_13829_fuehrung_und_personalsituation_der_grundschule_knauerstrasse_sind_dem_senat_und_der_behoerde_probleme.md
21/13831;2018-07-23;2018-07-31;Wann kommt endlich Bewegung in die Neugestaltung des Wochenmarktes Harburg-Sand?;Birgit Stöver;CDU;13;20;3;True;True;57651;21_13831_wann_kommt_endlich_bewegung_in_die_neugestaltung_des_wochenmarktes_harburg_sand.md
21/13832;2018-07-23;2018-07-31;Mobile Geschwindigkeitsüberwachungsanlagen;"Martin Bill; Dorothee Martin; Sören Schumacher";"GRÜNE; SPD";12;17;4;True;True;57653;21_13832_mobile_geschwindigkeitsueberwachungsanlagen.md
21/13833;2018-07-23;2018-07-31;Fortschritte bei Sanierung und Neubau von Straßen und Radverkehrsanlagen im Bezirk Bergedorf;"Dorothee Martin; Lars Pochnicht; Peri Arndt; Gert Kekstadt; Gerhard Lein; Dr. Christel Oldenburg; Güngör Yilmaz";SPD;4;6;3;True;True;57655;21_13833_fortschritte_bei_sanierung_und_neubau_von_strassen_und_radverkehrsanlagen_im_bezirk_bergedorf.md
21/13834;2018-07-23;2018-07-31;Ausgaben für externe Beratungen der Behörde für Inneres und Sport;Dirk Nockemann;AfD;0;0;2;False;True;57650;21_13834_ausgaben_fuer_externe_beratungen_der_behoerde_fuer_inneres_und_sport.md
21/13835;2018-07-23;2018-07-31;Zwei Algerier (16 und 19 Jahre) nach Körperverletzung dem Haftrichter zugeführt;Dirk Nockemann;AfD;9;13;2;True;True;57656;21_13835_zwei_algerier_16_und_19_jahre_nach_koerperverletzung_dem_haftrichter_zugefuehrt.md
21/13836;2018-07-23;2018-07-31;Ausgaben für externe Beratungen der Behörde für Justiz und Gleichstellung;Dirk Nockemann;AfD;0;0;1;False;True;57638;21_13836_ausgaben_fuer_externe_beratungen_der_behoerde_fuer_justiz_und_gleichstellung.md
21/13837;2018-07-23;2018-07-31;Vier mutmaßliche Einbrecher aus Algerien und Marokko;Dirk Nockemann;AfD;9;12;3;True;True;57639;21_13837_vier_mutmassliche_einbrecher_aus_algerien_und_marokko.md
21/13838;2018-07-23;2018-07-31;Rechnungshofbericht 2018 – Auswahl von Trägern im Sozialbereich;Christel Nicolaysen;FDP;4;9;2;True;True;57640;21_13838_rechnungshofbericht_2018_auswahl_von_traegern_im_sozialbereich.md
21/13839;2018-07-23;2018-07-31;Rechnungshofbericht – Unterbringung in und nach dem Asylverfahren;Christel Nicolaysen;FDP;5;8;2;True;True;57641;21_13839_rechnungshofbericht_unterbringung_in_und_nach_dem_asylverfahren.md
21/13840;2018-07-23;2018-07-31;Pensions- und Beihilferückstellungen (III) – Welche konkreten Auswirkungen hat die Anpassung der Berechnungsmethodik?;Jennyfer Dutschke;FDP;5;11;5;True;True;57643;21_13840_pensions_und_beihilferueckstellungen_iii_welche_konkreten_auswirkungen_hat_die_anpassung_der_berechnu.md
21/13841;2018-07-23;2018-07-31;Entwicklung von Personal und Personalkosten;Jennyfer Dutschke;FDP;3;3;7;True;True;57644;21_13841_entwicklung_von_personal_und_personalkosten.md
21/13842;2018-07-23;2018-07-31;Ersatzlösung für das Heizkraftwerk (HKW) Wedel im Fernwärmenetz – Geht die Stadt auf Vattenfall zu?;"Michael Kruse; Dr. Kurt Duwe";FDP;5;16;2;True;True;57646;21_13842_ersatzloesung_fuer_das_heizkraftwerk_hkw_wedel_im_fernwaermenetz_geht_die_stadt_auf_vattenfall_zu.md
21/13846;2018-07-24;2018-07-31;Störungen der öffentlichen Sicherheit durch den Einsatz von sogenannten Laserpointern gegenüber Flugzeugführern (III);Karl-Heinz Warnholz;CDU;6;6;2;True;True;57648;21_13846_stoerungen_der_oeffentlichen_sicherheit_durch_den_einsatz_von_sogenannten_laserpointern_gegenueber_fl.md
21/13847;2018-07-24;2018-07-31;Hamburg hat Platz!;"Dr. Carola Ensslen; Christiane Schneider";Die Linke;9;18;2;True;True;57649;21_13847_hamburg_hat_platz.md
21/13848;2018-07-24;2018-07-31;Gefährdet das sonnige Wetter das Grundwasser in Hamburg? Trinkwasserförderung in Hamburg;Andrea Oelschläger;AfD;9;13;3;True;True;57652;21_13848_gefaehrdet_das_sonnige_wetter_das_grundwasser_in_hamburg_trinkwasserfoerderung_in_hamburg.md
21/13849;2018-07-24;2018-07-31;Unfallhäufigkeit nach der Verengung der Billstedter Hauptstraße (4);David Erkalp;CDU;3;3;6;True;True;57654;21_13849_unfallhaeufigkeit_nach_der_verengung_der_billstedter_hauptstrasse_4.md
21/13850;2018-07-24;2018-07-31;Überfüllte Frauenhäuser;Nebahat Güclü;fraktionslos;13;17;5;True;True;57647;21_13850_ueberfuellte_frauenhaeuser.md
21/13854;2018-07-25;2018-07-31;Fördermittel zur Bekämpfung von Extremismus – Wird die Einhaltung der Förderrichtlinien sichergestellt?;Franziska Rath;CDU;5;13;3;True;True;58075;21_13854_foerdermittel_zur_bekaempfung_von_extremismus_wird_die_einhaltung_der_foerderrichtlinien_sichergestel.md
21/13855;2018-07-25;2018-07-31;Erstaufnahmen schließen, ihre Ausstattungen bleiben – Hat der Senat im Blick, was damit passiert? (III);Franziska Rath;CDU;4;9;2;True;True;58067;21_13855_erstaufnahmen_schliessen_ihre_ausstattungen_bleiben_hat_der_senat_im_blick_was_damit_passiert_iii.md
21/13856;2018-07-25;2018-07-31;Rahmenprogramm Integrierte Stadtteilentwicklung (RISE) – Mehr als nur ein Tropfen auf den heißen Stein?;Franziska Rath;CDU;7;11;5;True;True;58074;21_13856_rahmenprogramm_integrierte_stadtteilentwicklung_rise_mehr_als_nur_ein_tropfen_auf_den_heissen_stein.md
21/13879;2018-07-26;2018-08-03;Immer wieder kommt es zu erschütternden Taten – Werden Opfer von Beziehungsgewalt in Hamburg ausreichend geschützt?;Richard Seelmaecker;CDU;12;17;11;True;True;57662;21_13879_immer_wieder_kommt_es_zu_erschuetternden_taten_werden_opfer_von_beziehungsgewalt_in_hamburg_ausreiche.md
21/13880;2018-07-26;2018-08-03;Wie geht es weiter mit der positiven Entwicklung des Phoenix-Viertels?;Birgit Stöver;CDU;10;12;2;True;True;57663;21_13880_wie_geht_es_weiter_mit_der_positiven_entwicklung_des_phoenix_viertels.md
21/13881;2018-07-26;2018-08-03;Wohnraum für Haftentlassene;Richard Seelmaecker;CDU;5;7;5;True;True;57664;21_13881_wohnraum_fuer_haftentlassene.md
21/13882;2018-07-26;2018-08-03;Finanzierung öffentlicher Einrichtungen durch kurzfristige Liquiditätshilfen der Stadt;Thilo Kleibauer;CDU;3;4;2;True;True;57667;21_13882_finanzierung_oeffentlicher_einrichtungen_durch_kurzfristige_liquiditaetshilfen_der_stadt.md
21/13883;2018-07-26;2018-08-03;Ein Kreisverkehr für Bergstedt – Wie ist der Stand der Prüfungen der Kreuzung Volksdorfer Damm/Volksdorfer Grenzweg?;Thilo Kleibauer;CDU;6;7;2;True;True;57668;21_13883_ein_kreisverkehr_fuer_bergstedt_wie_ist_der_stand_der_pruefungen_der_kreuzung_volksdorfer_damm_volksd.md
21/13884;2018-07-26;2018-08-03;„Alsterstühle“ – Wie viele der Hamburger Parksessel gibt es noch?;"Jens Meyer; Dr. Kurt Duwe";FDP;7;13;3;True;True;57669;21_13884_alsterstuehle_wie_viele_der_hamburger_parksessel_gibt_es_noch.md
21/13885;2018-07-26;2018-08-03;Leitung des Bezirksamts Nord;"Michael Kruse; Dr. Kurt Duwe; Jennyfer Dutschke";FDP;3;11;2;True;True;57670;21_13885_leitung_des_bezirksamts_nord.md
21/13886;2018-07-26;2018-08-03;Berichte über bauliche Mängel im Außenbereich der Hamburger Kunsthalle – Wie beurteilt der Senat den Zustand der Anlage?;Jens Meyer;FDP;2;5;1;True;True;57671;21_13886_berichte_ueber_bauliche_maengel_im_aussenbereich_der_hamburger_kunsthalle_wie_beurteilt_der_senat_den.md
21/13887;2018-07-26;2018-08-03;Fixierungen von Patienten in geschlossenen psychiatrischen Einrichtungen;Anna-Elisabeth von Treuenfels-Frowein;FDP;8;14;4;True;True;57672;21_13887_fixierungen_von_patienten_in_geschlossenen_psychiatrischen_einrichtungen.md
21/13888;2018-07-27;2018-08-03;Dersimspor – Nutzungsuntersagung für die Sportanlage Baererstraße;"Daniel Oetzel; Christel Nicolaysen";FDP;6;11;2;True;True;57673;21_13888_dersimspor_nutzungsuntersagung_fuer_die_sportanlage_baererstrasse.md
21/13889;2018-07-27;2018-08-03;Öffentliche Trinkwasserbrunnen;Andrea Oelschläger;AfD;8;10;2;True;True;57674;21_13889_oeffentliche_trinkwasserbrunnen.md
21/13890;2018-07-27;2018-08-03;Wie häufig melden sich Krankenhäuser aus der Notfallversorgung ab?;Deniz Celik;Die Linke;5;5;57;True;True;57675;21_13890_wie_haeufig_melden_sich_krankenhaeuser_aus_der_notfallversorgung_ab.md
21/13892;2018-07-27;2018-08-03;Wie erfolgreich läuft die Durchbrechung patriarchalischer Rollenbilder bisher durch die Arbeit des Hamburger Heroes-Ablegers?;Franziska Rath;CDU;6;27;3;True;True;57681;21_13892_wie_erfolgreich_laeuft_die_durchbrechung_patriarchalischer_rollenbilder_bisher_durch_die_arbeit_des_h.md
21/13893;2018-07-27;2018-08-03;Amouröse Abenteuer hinter Gittern?;Richard Seelmaecker;CDU;2;12;2;True;True;57682;21_13893_amouroese_abenteuer_hinter_gittern.md
21/13900;2018-07-30;2018-08-07;Zweckerreichung der Sozialen Erhaltungsverordnungen;Jens Meyer;FDP;10;20;6;True;True;57683;21_13900_zweckerreichung_der_sozialen_erhaltungsverordnungen.md
21/13901;2018-07-30;2018-08-07;Wie gut ist der Kontakt des Senats zum BAMF wirklich?;"Franziska Rath; Dennis Gladiator";CDU;12;14;5;True;True;57684;21_13901_wie_gut_ist_der_kontakt_des_senats_zum_bamf_wirklich.md
21/13902;2018-07-30;2018-08-07;Nachgefragt: Inwiefern fördert der Senat die Stipendienkultur in Hamburg?;Carsten Ovens;CDU;7;12;4;True;True;57685;21_13902_nachgefragt_inwiefern_foerdert_der_senat_die_stipendienkultur_in_hamburg.md
21/13903;2018-07-30;2018-08-07;Fortschritte bei Sanierung und Neubau von Straßen und Radverkehrsanlagen im Bezirk Eimsbüttel;"Dorothee Martin; Lars Pochnicht; Hendrikje Blandow-Schlegel; Uwe Giffei; Danial Ilkhanipour; Martina Koeppen; Milan Pein; Dr. Monika Schaal; Marc Schemmel; Olaf Steinbiß";SPD;4;6;5;True;True;57686;21_13903_fortschritte_bei_sanierung_und_neubau_von_strassen_und_radverkehrsanlagen_im_bezirk_eimsbuettel.md
21/13904;2018-07-30;2018-08-07;Abmeldung von der Notversorgung in den Kliniken St. Georg und Wandsbek – Ist die medizinische Versorgung in Hamburg zukünftig gefährdet?;Jennyfer Dutschke;FDP;7;11;4;True;True;57687;21_13904_abmeldung_von_der_notversorgung_in_den_kliniken_st_georg_und_wandsbek_ist_die_medizinische_versorgung.md
21/13905;2018-07-30;2018-08-07;Elbtower HafenCity – Wie seriös ist die Signa Prime Selection AG?;Jörg Hamann;CDU;5;8;2;True;True;57688;21_13905_elbtower_hafencity_wie_serioes_ist_die_signa_prime_selection_ag.md
21/13917;2018-07-31;2018-08-07;Zwei Jahre nach der Ankündigung der Umweltbehörde – Wann werden die Lücken im Landschaftsschutz für die Bergstedter Feldmark geschlossen?;Thilo Kleibauer;CDU;2;4;2;True;True;57689;21_13917_zwei_jahre_nach_der_ankuendigung_der_umweltbehoerde_wann_werden_die_luecken_im_landschaftsschutz_fuer.md
21/13918;2018-07-31;2018-08-07;Kahlschlag in den Walddörfern – Wie geht es weiter nach der Fällung einer Waldfläche mit über 200 Bäumen? (2);Thilo Kleibauer;CDU;2;3;1;True;True;57690;21_13918_kahlschlag_in_den_walddoerfern_wie_geht_es_weiter_nach_der_faellung_einer_waldflaeche_mit_ueber_200_b.md
21/13919;2018-07-31;2018-08-07;"Vorzugsbehandlungen in der Senatsdrucksache „Horner Geest"" gefordert (III)";Prof. Dr. Jörn Kruse;AfD;3;3;2;True;True;57691;21_13919_vorzugsbehandlungen_in_der_senatsdrucksache_horner_geest_gefordert_iii.md
21/13920;2018-07-31;2018-08-07;Sicherheitsdienste in Hamburger Schwimmbädern;Prof. Dr. Jörn Kruse;AfD;5;5;5;True;True;57692;21_13920_sicherheitsdienste_in_hamburger_schwimmbaedern.md
21/13921;2018-07-31;2018-08-07;Anzahl der Schwimmbäder in Hamburg;Prof. Dr. Jörn Kruse;AfD;5;5;2;True;True;57693;21_13921_anzahl_der_schwimmbaeder_in_hamburg.md
21/13922;2018-07-31;2018-08-07;Überlastung der Justiz – Massiver Personalabbau in den Geschäftsstellen der Staatsanwaltschaften und Gerichte geplant?;Richard Seelmaecker;CDU;5;6;4;True;True;57694;21_13922_ueberlastung_der_justiz_massiver_personalabbau_in_den_geschaeftsstellen_der_staatsanwaltschaften_und_.md
21/13923;2018-07-31;2018-08-07;Überseering;Daniel Oetzel;FDP;11;30;3;True;True;57695;21_13923_ueberseering.md
21/13924;2018-07-31;2018-08-07;Der Gleichstellungspreis 2018;Prof. Dr. Jörn Kruse;AfD;10;10;3;True;True;57696;21_13924_der_gleichstellungspreis_2018.md
21/13925;2018-07-31;2018-08-07;Exzellenzcluster „The Hamburg Centre for Ultrafast Imaging“;Prof. Dr. Jörn Kruse;AfD;15;15;3;True;True;57697;21_13925_exzellenzcluster_the_hamburg_centre_for_ultrafast_imaging.md
21/13926;2018-07-31;2018-08-07;Neue DFG-Forschungsgruppe an der Universität Hamburg;Prof. Dr. Jörn Kruse;AfD;12;15;3;True;True;57698;21_13926_neue_dfg_forschungsgruppe_an_der_universitaet_hamburg.md
21/13930;2018-08-01;2018-08-07;Salafisten im Fokus – Ein Querschnitt der Hamburger Szene (Juni 2018);Prof. Dr. Jörn Kruse;AfD;8;9;2;True;True;57699;21_13930_salafisten_im_fokus_ein_querschnitt_der_hamburger_szene_juni_2018.md
21/13931;2018-08-01;2018-08-07;Sportförderung – Nachfrage (II);Daniel Oetzel;FDP;7;7;1;True;True;57700;21_13931_sportfoerderung_nachfrage_ii.md
21/13932;2018-08-01;2018-08-07;Sozialpädagogische Assistenz;Daniel Oetzel;FDP;5;5;2;True;True;57701;21_13932_sozialpaedagogische_assistenz.md
21/13933;2018-08-01;2018-08-07;Wer kann von einem öffentlich geförderten Arbeitsmarkt profitieren und kann Hamburg diesen Personenkreis durch eigene Mittel vergrößern? (III);Dr. Carola Ensslen;Die Linke;3;14;3;True;True;57702;21_13933_wer_kann_von_einem_oeffentlich_gefoerderten_arbeitsmarkt_profitieren_und_kann_hamburg_diesen_personen.md
21/13934;2018-08-01;2018-08-07;Ablasshandel? Zur unklaren Zukunft der Schulstandorte der katholischen Schulen;Sabine Boeddinghaus;Die Linke;8;26;3;True;True;57704;21_13934_ablasshandel_zur_unklaren_zukunft_der_schulstandorte_der_katholischen_schulen.md
21/13935;2018-08-01;2018-08-07;P+R-Anlage Nettelnburg – Wie soll die Anlage zukünftig aussehen?;Ewald Aukes;FDP;6;11;2;True;True;57705;21_13935_p_r_anlage_nettelnburg_wie_soll_die_anlage_zukuenftig_aussehen.md
21/13937;2018-08-02;2018-08-10;Neuordnung der Immobilienaktivitäten der Stadt – Was passiert mit dem Immobilienportfolio des Generalmietvertrages? (5);Thilo Kleibauer;CDU;9;17;2;True;True;57723;21_13937_neuordnung_der_immobilienaktivitaeten_der_stadt_was_passiert_mit_dem_immobilienportfolio_des_generalm.md
21/13938;2018-08-02;2018-08-10;Die Rettung von Tieren aus Not- und Gefahrsituationen (IV);Karl-Heinz Warnholz;CDU;4;4;2;True;True;57724;21_13938_die_rettung_von_tieren_aus_not_und_gefahrsituationen_iv.md
21/13939;2018-08-02;2018-08-10;G20 – SoKo „Schwarzer Block“ setzt Gesichtserkennungssoftware ein (II);"Christiane Schneider; Cansu Özdemir";Die Linke;16;19;6;True;True;57725;21_13939_g20_soko_schwarzer_block_setzt_gesichtserkennungssoftware_ein_ii.md
21/13940;2018-08-02;2018-08-10;Empfänge oder Besuche für Angehörige von Bundeswehrsoldaten im Auslandseinsatz?;Prof. Dr. Jörn Kruse;AfD;3;2;1;True;True;57726;21_13940_empfaenge_oder_besuche_fuer_angehoerige_von_bundeswehrsoldaten_im_auslandseinsatz.md
21/13941;2018-08-02;2018-08-10;Ist der Hauptbahnhof nicht mehr ganz dicht? Hintergründe der „Dauertropfstelle“ an Gleis 14;Dennis Thering;CDU;9;10;2;True;True;57727;21_13941_ist_der_hauptbahnhof_nicht_mehr_ganz_dicht_hintergruende_der_dauertropfstelle_an_gleis_14.md
21/13942;2018-08-02;2018-08-10;Entwicklung von Deregulierung, Bürokratieabbau und Verwaltungsvereinfachung in der Freien und Hansestadt Hamburg (FHH);Jennyfer Dutschke;FDP;11;22;21;True;True;57722;21_13942_entwicklung_von_deregulierung_buerokratieabbau_und_verwaltungsvereinfachung_in_der_freien_und_hansest.md
21/13951;2018-08-02;2018-08-10;Verfahren gegen Polizeibedienstete im Rahmen des G20-Gipfels und der Gipfelproteste (IV);Christiane Schneider;Die Linke;9;14;4;True;True;57732;21_13951_verfahren_gegen_polizeibedienstete_im_rahmen_des_g20_gipfels_und_der_gipfelproteste_iv.md
21/13948;2018-08-03;2018-08-10;Entwicklung der Fluglärmbeschwerden und Verspätungen in Hamburg 2018 (5);Dennis Thering;CDU;10;11;3;True;True;57728;21_13948_entwicklung_der_fluglaermbeschwerden_und_verspaetungen_in_hamburg_2018_5.md
21/13949;2018-08-03;2018-08-10;Jetzt ein kühles Alsterwasser – Was macht eigentlich das gleichnamige Schiff?;Michael Kruse;FDP;5;19;3;True;True;57729;21_13949_jetzt_ein_kuehles_alsterwasser_was_macht_eigentlich_das_gleichnamige_schiff.md
21/13950;2018-08-03;2018-08-10;Fortschreibung des Lärmaktionsplans – Was hat die Umfrage gebracht?;Richard Seelmaecker;CDU;2;5;1;True;True;57730;21_13950_fortschreibung_des_laermaktionsplans_was_hat_die_umfrage_gebracht.md
21/13952;2018-08-03;2018-08-10;Fernwärmetrasse für die sogenannte Südvariante;"Michael Kruse; Dr. Kurt Duwe";FDP;7;21;3;True;True;57733;21_13952_fernwaermetrasse_fuer_die_sogenannte_suedvariante.md
21/13953;2018-08-06;2018-08-14;Internationaler Hochschulstandort Hamburg – Was plant der Senat?;Carsten Ovens;CDU;1;0;63;True;True;57827;21_13953_internationaler_hochschulstandort_hamburg_was_plant_der_senat.md
21/13954;2018-08-06;2018-08-14;Nachgefragt – Wie entwickeln sich Geschwindigkeitskontrollen und Verkehrsunfälle in Lokstedt, Niendorf, Schnelsen?;Carsten Ovens;CDU;6;9;4;True;True;57737;21_13954_nachgefragt_wie_entwickeln_sich_geschwindigkeitskontrollen_und_verkehrsunfaelle_in_lokstedt_niendorf_.md
21/13955;2018-08-06;2018-08-14;Nachgefragt – Wie sind die Verhältnisse im „Center for Hybrid Nanostructures“ (CHyN);Carsten Ovens;CDU;6;9;3;True;True;57738;21_13955_nachgefragt_wie_sind_die_verhaeltnisse_im_center_for_hybrid_nanostructures_chyn.md
21/13956;2018-08-06;2018-08-14;Ausländische Strafgefangene in Hamburgs Justizvollzugsanstalten – Wie viele Haftvollstreckungen erfolgten im Ausland?;Richard Seelmaecker;CDU;5;6;3;True;True;57739;21_13956_auslaendische_strafgefangene_in_hamburgs_justizvollzugsanstalten_wie_viele_haftvollstreckungen_erfolg.md
21/13957;2018-08-06;2018-08-14;Haftentlassene sollen künftig bestmögliche Resozialisierungschancen erhalten – Patienten aus dem Maßregelvollzug nicht?;Richard Seelmaecker;CDU;10;16;5;True;True;57809;21_13957_haftentlassene_sollen_kuenftig_bestmoegliche_resozialisierungschancen_erhalten_patienten_aus_dem_mass.md
