drucksache;datum_anfrage;datum_drucksache;titel;urheber;fraktionen;fragen;einzelfragen;seiten;format_erkannt;beantwortet;vorgang;datei
23/975;2025-07-17;2025-07-25;Abschiebungen von Kindern, Jugendlichen und jungen Erwachsenen;"Dr. Carola Ensslen; Jan Libbertz";Die Linke;18;22;9;True;True;84860;23_00975_abschiebungen_von_kindern_jugendlichen_und_jungen_erwachsenen.md
23/976;2025-07-17;2025-07-25;Umgang mit historischem Unrecht durch Sorgerechtsentzug bei nicht heteronormativ lebenden Müttern;"Dr. Carola Ensslen; Jan Libbertz";Die Linke;13;22;4;True;True;84862;23_00976_umgang_mit_historischem_unrecht_durch_sorgerechtsentzug_bei_nicht_heteronormativ_lebenden_muettern.md
23/977;2025-07-17;2025-07-25;Wie steht es um die sichere Unterbringung von Tieren im Tierpark Hagenbeck?;Stephan Jersch;Die Linke;7;8;2;True;True;84863;23_00977_wie_steht_es_um_die_sichere_unterbringung_von_tieren_im_tierpark_hagenbeck.md
23/978;2025-07-17;2025-07-25;Aufnahmestopps im Tierheim des Hamburger Tierschutzvereins von 1841 e.V. (HTV);Stephan Jersch;Die Linke;8;11;3;True;True;84864;23_00978_aufnahmestopps_im_tierheim_des_hamburger_tierschutzvereins_von_1841_e_v_htv.md
23/979;2025-07-17;2025-07-25;Erstausstattung: Wann kommt die überfällige Anpassung durch den Senat?;Olga Fritzsche;Die Linke;4;7;2;True;True;84866;23_00979_erstausstattung_wann_kommt_die_ueberfaellige_anpassung_durch_den_senat.md
23/980;2025-07-17;2025-07-25;Wohngeldstellen in Hamburg: Wie steht es um die Arbeitsbelastung der Mitarbeitenden?;Olga Fritzsche;Die Linke;19;20;6;True;True;84867;23_00980_wohngeldstellen_in_hamburg_wie_steht_es_um_die_arbeitsbelastung_der_mitarbeitenden.md
23/981;2025-07-17;2025-07-25;Auswirkungen, Entwicklung und Kosten des Schlagermove in Hamburg;Marie Kleinert;Die Linke;14;19;5;True;True;84869;23_00981_auswirkungen_entwicklung_und_kosten_des_schlagermove_in_hamburg.md
23/982;2025-07-17;2025-07-25;Was tut sich am Diebsteich-Bahnhof?;Heike Sudmann;Die Linke;14;23;3;True;True;84879;23_00982_was_tut_sich_am_diebsteich_bahnhof.md
23/983;2025-07-17;2025-07-25;Militärtransporte im Raum Hamburg 2024 und im ersten Halbjahr 2025;David Stoop;Die Linke;7;7;2;True;True;84870;23_00983_militaertransporte_im_raum_hamburg_2024_und_im_ersten_halbjahr_2025.md
23/984;2025-07-17;2025-07-25;Hasskriminalität in Hamburg (2. Quartal 2025);Deniz Celik;Die Linke;3;3;5;True;True;84871;23_00984_hasskriminalitaet_in_hamburg_2_quartal_2025.md
23/985;2025-07-17;2025-07-25;Straf- und Gewalttaten mit rassistischem, rechtsextremistischem und/ oder ausländerfeindlichem Hintergrund in Hamburg (2. Quartal 2025);Deniz Celik;Die Linke;13;14;13;True;True;84872;23_00985_straf_und_gewalttaten_mit_rassistischem_rechtsextremistischem_und_oder_auslaenderfeindlichem_hintergr.md
23/986;2025-07-17;2025-07-25;Rechtswidrige Polizeigewalt – Körperverletzung im Amt (2. Quartal 2025);Deniz Celik;Die Linke;11;11;6;True;True;84873;23_00986_rechtswidrige_polizeigewalt_koerperverletzung_im_amt_2_quartal_2025.md
23/987;2025-07-17;2025-07-25;Vorfälle mit extrem rechten Hintergrund an Hamburger Schulen 2023 und 2024;"Dr. Sabine Ritter; Deniz Celik";Die Linke;5;6;5;True;True;84874;23_00987_vorfaelle_mit_extrem_rechten_hintergrund_an_hamburger_schulen_2023_und_2024.md
23/988;2025-07-17;2025-07-25;Leerstand städtischer Gebäude: Gründe, Folgen und finanzielle Auswirkungen;Dr. Anke Frieling;CDU;11;17;3;True;True;84880;23_00988_leerstand_staedtischer_gebaeude_gruende_folgen_und_finanzielle_auswirkungen.md
23/989;2025-07-17;2025-07-25;Auswahl und Umsetzung der Pilotprojekte des Hamburg-Standards;Dr. Anke Frieling;CDU;11;18;4;True;True;84881;23_00989_auswahl_und_umsetzung_der_pilotprojekte_des_hamburg_standards.md
23/990;2025-07-17;2025-07-25;Sommerarbeitslosigkeit bei Lehrer:innen in Hamburg nach dem Schuljahr 2024/2025;Dr. Sabine Ritter;Die Linke;7;8;5;True;True;84877;23_00990_sommerarbeitslosigkeit_bei_lehrer_innen_in_hamburg_nach_dem_schuljahr_2024_2025.md
23/991;2025-07-17;2025-07-25;Pflichtfach Informatik ab dem Schuljahr 2025/2026 – sind die Schulen gut vorbereit?;Dr. Sabine Ritter;Die Linke;17;21;6;True;True;84882;23_00991_pflichtfach_informatik_ab_dem_schuljahr_2025_2026_sind_die_schulen_gut_vorbereit.md
23/992;2025-07-17;2025-07-25;Hamburger Startup Factory „Impossible Founders“– welche Kosten trägt die Stadt?;"Xenija Melnik; David Stoop";Die Linke;4;6;2;True;True;84883;23_00992_hamburger_startup_factory_impossible_founders_welche_kosten_traegt_die_stadt.md
23/993;2025-07-17;2025-07-25;Rückzahlungen der Corona-Wirtschaftshilfen – wie schlimm haben die Rückzahlungen das Kleingewerbe in Hamburg getroffen?;"Xenija Melnik; David Stoop";Die Linke;13;17;8;True;True;84888;23_00993_rueckzahlungen_der_corona_wirtschaftshilfen_wie_schlimm_haben_die_rueckzahlungen_das_kleingewerbe_in_.md
23/994;2025-07-17;2025-07-25;Grundsteuerlast in den Stadtteilen – wie schlimm trifft die neue Grundsteuer die Hamburgische Peripherie?;"Xenija Melnik; David Stoop";Die Linke;3;3;3;True;True;84889;23_00994_grundsteuerlast_in_den_stadtteilen_wie_schlimm_trifft_die_neue_grundsteuer_die_hamburgische_peripheri.md
23/995;2025-07-17;2025-07-25;Psychotherapie-Studium: Werden die ersten Absolventen ins Nichts entlassen?;"Deniz Celik; Dr. Sabine Ritter";Die Linke;22;22;7;True;True;84890;23_00995_psychotherapie_studium_werden_die_ersten_absolventen_ins_nichts_entlassen.md
23/996;2025-07-17;2025-07-25;Steuererlasse und Niederschlagungen im Jahr 2024 und im ersten Halbjahr 2025;David Stoop;Die Linke;8;8;4;True;True;84891;23_00996_steuererlasse_und_niederschlagungen_im_jahr_2024_und_im_ersten_halbjahr_2025.md
23/1002;2025-07-18;2025-07-25;Geschlechtersensible Medizin in Hamburg: Welche geschlechterspezifischen Unterschiede existieren in Vorsorge und Gesundheitsförderung in der Freien und Hansestadt Hamburg (FHH)? Welche Pläne verfolgt der Senat für die zukünftige Entwicklung?;Christin Christ;CDU;14;14;8;True;True;84894;23_01002_geschlechtersensible_medizin_in_hamburg_welche_geschlechterspezifischen_unterschiede_existieren_in_vo.md
23/1003;2025-07-18;2025-07-25;Wie hat sich die fachärztliche Versorgung Hamburgs, seiner Bezirke und Stadtteile in der letzten Zeit entwickelt (Fachbereich Hautärzte)?;Christin Christ;CDU;18;18;36;True;True;84884;23_01003_wie_hat_sich_die_fachaerztliche_versorgung_hamburgs_seiner_bezirke_und_stadtteile_in_der_letzten_zeit.md
23/1004;2025-07-18;2025-07-25;Grundlagen und Voraussetzungen für eine Sanierungsoffensive der Bezirksinfrastruktur;Dr. Kaja Steffens;CDU;13;13;5;True;True;84895;23_01004_grundlagen_und_voraussetzungen_fuer_eine_sanierungsoffensive_der_bezirksinfrastruktur.md
23/1005;2025-07-21;2025-07-29;Gefährdete Teilhabe – Kürzungen beim sozialen Arbeitsmarkt nach § 16e und § 16i SGB II in Hamburg;Olga Fritzsche;Die Linke;17;21;4;True;True;84896;23_01005_gefaehrdete_teilhabe_kuerzungen_beim_sozialen_arbeitsmarkt_nach_16e_und_16i_sgb_ii_in_hamburg.md
23/1006;2025-07-21;2025-07-29;Jobmesse vor dem Aus! – Ärger um Sonntagsarbeit;"Stefan Bereuter; Antje Müller-Möller";CDU;14;19;12;True;True;84897;23_01006_jobmesse_vor_dem_aus_aerger_um_sonntagsarbeit.md
23/1007;2025-07-21;2025-07-29;Wie hat sich die fachärztliche Versorgung Hamburgs, seiner Bezirke und Stadtteile in der letzten Zeit entwickelt (Fachbereich HNO-Ärzte)?;Christin Christ;CDU;19;19;15;True;True;84898;23_01007_wie_hat_sich_die_fachaerztliche_versorgung_hamburgs_seiner_bezirke_und_stadtteile_in_der_letzten_zeit.md
23/1008;2025-07-21;2025-07-29;Wie hat sich die fachärztliche Versorgung Hamburgs, seiner Bezirke und Stadtteile in der letzten Zeit entwickelt (Fachbereich Augenärzte)?;Christin Christ;CDU;19;19;15;True;True;84899;23_01008_wie_hat_sich_die_fachaerztliche_versorgung_hamburgs_seiner_bezirke_und_stadtteile_in_der_letzten_zeit.md
23/1009;2025-07-21;2025-07-29;Abschiebung nach Somalia;Dr. Carola Ensslen;Die Linke;18;25;3;True;True;84900;23_01009_abschiebung_nach_somalia.md
23/1010;2025-07-21;2025-07-29;Sachstand zur Pferdepension Rissen und Flächen des ehemaligen Milchhofs;Stephan Jersch;Die Linke;18;25;5;True;True;84901;23_01010_sachstand_zur_pferdepension_rissen_und_flaechen_des_ehemaligen_milchhofs.md
23/1011;2025-07-21;2025-07-29;Sicherheitspolitische Bildung in Hamburg;Marco Schulz;AfD;21;21;10;True;True;84903;23_01011_sicherheitspolitische_bildung_in_hamburg.md
23/1012;2025-07-21;2025-07-29;Der Waschbär in Hamburg;Ralf Niedmers;CDU;5;17;2;True;True;84904;23_01012_der_waschbaer_in_hamburg.md
23/1013;2025-07-21;2025-07-29;Turbulente HHLA-Hauptversammlung – wie ist der Stand der Dinge?;"Prof. Dr. Götz Wiese; Thilo Kleibauer";CDU;19;28;5;True;True;84906;23_01013_turbulente_hhla_hauptversammlung_wie_ist_der_stand_der_dinge.md
23/1014;2025-07-21;2025-07-29;Projektstand und Evaluation des Programms „Verborgene Potenziale“;Dr. Anke Frieling;CDU;25;48;9;True;True;84905;23_01014_projektstand_und_evaluation_des_programms_verborgene_potenziale.md
23/1015;2025-07-21;2025-07-29;Veranstaltungen des Senats im Hamburger Rathaus?;Dennis Gladiator;CDU;13;15;25;True;True;84907;23_01015_veranstaltungen_des_senats_im_hamburger_rathaus.md
23/1020;2025-07-22;2025-07-29;Wenn Schullaufbahnen nicht linear verlaufen und es beim Übergang von der Schule ins Berufsleben hakt – wie steht es um die „Produktionsschulen“ in Hamburg und was plant der Senat?;"Birgit Stöver; Antje Müller-Möller";CDU;26;30;18;True;True;84914;23_01020_wenn_schullaufbahnen_nicht_linear_verlaufen_und_es_beim_uebergang_von_der_schule_ins_berufsleben_hakt.md
23/1021;2025-07-22;2025-07-29;Situation der Frauenhäuser in Hamburg;Eugen Seiler;AfD;20;24;4;True;True;84919;23_01021_situation_der_frauenhaeuser_in_hamburg.md
23/1022;2025-07-22;2025-07-29;Wenn Urlaubslust auf Schulpflicht trifft – wie viele vorzeitige Befreiungen vom Unterricht gab es vor dem Beginn der Sommerferien?;Birgit Stöver;CDU;15;20;4;True;True;84924;23_01022_wenn_urlaubslust_auf_schulpflicht_trifft_wie_viele_vorzeitige_befreiungen_vom_unterricht_gab_es_vor_d.md
23/1023;2025-07-22;2025-07-29;Bau der Jugendanstalt Billwerder – läuft alles nach Plan?;Richard Seelmaecker;CDU;8;15;3;True;True;84925;23_01023_bau_der_jugendanstalt_billwerder_laeuft_alles_nach_plan.md
23/1024;2025-07-22;2025-07-29;Unfälle von Sportbooten, Wasserfahrzeugen und -sportlern in Hamburg;"Markus Kranig; Dennis Gladiator; Stefan Bereuter";CDU;9;9;5;True;True;84915;23_01024_unfaelle_von_sportbooten_wasserfahrzeugen_und_sportlern_in_hamburg.md
23/1025;2025-07-22;2025-07-29;Todesfall im Polizeigewahrsam am 21.07.2025 in Billstedt;Deniz Celik;Die Linke;12;19;5;True;True;84916;23_01025_todesfall_im_polizeigewahrsam_am_21_07_2025_in_billstedt.md
23/1026;2025-07-22;2025-07-29;Der Jugendoffizier in Hamburg;Ralf Niedmers;CDU;5;8;5;True;True;84917;23_01026_der_jugendoffizier_in_hamburg.md
23/1027;2025-07-22;2025-07-29;Übung „Red Storm Bravo“ auf Hamburger Staatsgebiet;Ralf Niedmers;CDU;3;3;2;True;True;84918;23_01027_uebung_red_storm_bravo_auf_hamburger_staatsgebiet.md
23/1028;2025-07-22;2025-07-29;Alt werden in Harburg – wie seniorengerecht ist der Bezirk?;André Trepoll;CDU;22;25;13;True;True;84920;23_01028_alt_werden_in_harburg_wie_seniorengerecht_ist_der_bezirk.md
23/1029;2025-07-23;2025-07-29;Mehr Teilhabe für Menschen mit Behinderung – gibt es genügend Ambulant betreute Wohn-Gemeinschaften in Hamburg?;Andreas Grutzeck;CDU;10;13;6;True;True;84921;23_01029_mehr_teilhabe_fuer_menschen_mit_behinderung_gibt_es_genuegend_ambulant_betreute_wohn_gemeinschaften_i.md
23/1030;2025-07-23;2025-07-29;Verkehrsunterrichtsausfall in Kitas und in Vorschulen?;"Robert Risch; Benjamin Mennerich";AfD;8;8;3;True;True;84922;23_01030_verkehrsunterrichtsausfall_in_kitas_und_in_vorschulen.md
23/1031;2025-07-23;2025-07-29;Leben im Grünen – wie haben sich Bäume und Wälder in Harburg entwickelt?;André Trepoll;CDU;17;19;13;True;True;84923;23_01031_leben_im_gruenen_wie_haben_sich_baeume_und_waelder_in_harburg_entwickelt.md
23/1032;2025-07-23;2025-07-29;Teurer Strom in Hamburg – Erhöhungen der Netzentgelte gefährden Energiewende und belasten die Verbraucher;Markus Kranig;CDU;9;10;4;True;True;84926;23_01032_teurer_strom_in_hamburg_erhoehungen_der_netzentgelte_gefaehrden_energiewende_und_belasten_die_verbrau.md
23/1033;2025-07-24;2025-08-01;Unterbringung und Behandlung von Gefangenen der Justizvollzugsanstalten des Landes Schleswig-Holstein im Zentralkrankenhaus der Untersuchungshaftanstalt;Richard Seelmaecker;CDU;6;6;3;True;True;84927;23_01033_unterbringung_und_behandlung_von_gefangenen_der_justizvollzugsanstalten_des_landes_schleswig_holstein.md
23/1034;2025-07-24;2025-08-01;Endlich Fortschritte bei Hamburgs Straßenbäumen – doch das große Defizit bleibt;Sandro Kappe;CDU;7;7;5;True;True;84928;23_01034_endlich_fortschritte_bei_hamburgs_strassenbaeumen_doch_das_grosse_defizit_bleibt.md
23/1036;2025-07-24;2025-08-01;Bezahlkarte als Disziplinierungsinstrument? – geplante Ausweitung auf Grundsicherung und Sozialhilfe;Olga Fritzsche;Die Linke;12;15;4;True;True;84929;23_01036_bezahlkarte_als_disziplinierungsinstrument_geplante_ausweitung_auf_grundsicherung_und_sozialhilfe.md
23/1037;2025-07-24;2025-08-01;Öffentliche Tanzflächen in Hamburg (II);Antje Hebel;AfD;8;9;3;True;True;84930;23_01037_oeffentliche_tanzflaechen_in_hamburg_ii.md
23/1038;2025-07-24;2025-08-01;Skateparks in Hamburg – Anzahl, Zustand und Kosten;Antje Hebel;AfD;12;15;6;True;True;84931;23_01038_skateparks_in_hamburg_anzahl_zustand_und_kosten.md
23/1039;2025-07-24;2025-08-01;Schnelles Laden – langsames Regieren?;"Prof. Dr. Götz Wiese; Dr. Anke Frieling; Markus Kranig; Philipp Heißner";CDU;7;8;2;True;True;84932;23_01039_schnelles_laden_langsames_regieren.md
23/1040;2025-07-25;2025-08-01;White Tiger: Haben Polizei und Justiz vier Jahre verstreichen lassen, in denen weitere Kinder zum Opfer wurden?;Dennis Gladiator;CDU;20;23;5;True;True;84933;23_01040_white_tiger_haben_polizei_und_justiz_vier_jahre_verstreichen_lassen_in_denen_weitere_kinder_zum_opfer.md
23/1041;2025-07-25;2025-08-01;Holstenareal – gut aufgehoben in öffentlicher Hand;Mithat Capar;SPD;5;7;2;True;True;84934;23_01041_holstenareal_gut_aufgehoben_in_oeffentlicher_hand.md
23/1042;2025-07-25;2025-08-01;War das Fahrradparkhaus an der Kellinghusenstraße im 2. Quartal 2025 ausgelastet (II)?;Philipp Heißner;CDU;17;20;3;True;True;84935;23_01042_war_das_fahrradparkhaus_an_der_kellinghusenstrasse_im_2_quartal_2025_ausgelastet_ii.md
23/1043;2025-07-25;2025-08-01;Gefährliches Verkehrschaos infolge des 2. Bauabschnitts der Elbchaussee;Dr. Anke Frieling;CDU;12;18;3;True;True;84936;23_01043_gefaehrliches_verkehrschaos_infolge_des_2_bauabschnitts_der_elbchaussee.md
23/1044;2025-07-28;2025-08-05;Asylstreit zwischen Berlin und Hamburg: Wie steht es um den Missbrauch von Kirchenasyl in Hamburg 2025?;Dirk Nockemann;AfD;8;8;3;True;True;84937;23_01044_asylstreit_zwischen_berlin_und_hamburg_wie_steht_es_um_den_missbrauch_von_kirchenasyl_in_hamburg_2025.md
23/1045;2025-07-28;2025-08-05;Islamisten im öffentlichen Dienst in Hamburg;Dirk Nockemann;AfD;7;8;2;True;True;84938;23_01045_islamisten_im_oeffentlichen_dienst_in_hamburg.md
23/1046;2025-07-28;2025-08-05;Das Prepaid-System im hvv – der Ärger nimmt kein Ende!;"Dr. Anke Frieling; Philipp Heißner";CDU;13;24;4;True;True;84942;23_01046_das_prepaid_system_im_hvv_der_aerger_nimmt_kein_ende.md
23/1047;2025-07-28;2025-08-05;Bürgerhaus Bornheide und Café Osborn53 – Finanzierungsperspektive und Gesprächsstand;Dr. Kaja Steffens;CDU;12;20;4;True;True;84943;23_01047_buergerhaus_bornheide_und_caf_osborn53_finanzierungsperspektive_und_gespraechsstand.md
23/1048;2025-07-28;2025-08-05;Stadt am Wasser – aber nur zum Gucken? Öffentliche Schwimmmöglichkeiten in Hamburger Gewässern;Dr. Anke Frieling;CDU;13;15;5;True;True;84944;23_01048_stadt_am_wasser_aber_nur_zum_gucken_oeffentliche_schwimmmoeglichkeiten_in_hamburger_gewaessern.md
23/1049;2025-07-28;2025-08-05;Katharinenhof in Blankenese: never-ending Story?;"Dr. Anke Frieling; Antje Müller-Möller";CDU;8;13;3;True;True;84951;23_01049_katharinenhof_in_blankenese_never_ending_story.md
23/1050;2025-07-28;2025-08-05;Wie werden Beamte, die höherwertige Tätigkeiten ausüben, in Hamburg entlohnt?;Stefan Bereuter;CDU;6;7;4;True;True;84948;23_01050_wie_werden_beamte_die_hoeherwertige_taetigkeiten_ausueben_in_hamburg_entlohnt.md
23/1051;2025-07-28;2025-08-05;Versorgungslücke bei Krankenfahrten – was tut der Senat für Patienten und das Taxigewerbe?;Philipp Heißner;CDU;10;12;3;True;True;84949;23_01051_versorgungsluecke_bei_krankenfahrten_was_tut_der_senat_fuer_patienten_und_das_taxigewerbe.md
23/1052;2025-07-28;2025-08-05;Folgen der Schließung des Taxistandes „Hachmannplatz/Kirchenallee“;Philipp Heißner;CDU;11;13;4;True;True;84950;23_01052_folgen_der_schliessung_des_taxistandes_hachmannplatz_kirchenallee.md
23/1053;2025-07-28;2025-08-05;Parkraum-Moratorium;Ole Thorben Buschhüter;SPD;2;2;3;True;True;84952;23_01053_parkraum_moratorium.md
23/1054;2025-07-28;2025-08-05;Der nächste Schlag für Hamburgs Flughafen: Reduzierung der Qatar-Airways-Flüge nach Hamburg im Winterflugplan!;Philipp Heißner;CDU;8;10;3;True;True;84953;23_01054_der_naechste_schlag_fuer_hamburgs_flughafen_reduzierung_der_qatar_airways_fluege_nach_hamburg_im_wint.md
23/1055;2025-07-28;2025-08-05;Kinderschutzkonzept Fördern und Wohnen (III);Silke Seif;CDU;17;29;6;True;True;84954;23_01055_kinderschutzkonzept_foerdern_und_wohnen_iii.md
23/1056;2025-07-28;2025-08-05;Stellenabbau bei Lieferando – Hamburg als Testfeld für Lohndumping?;"Kay Jäger; David Stoop";Die Linke;5;5;6;True;True;84955;23_01056_stellenabbau_bei_lieferando_hamburg_als_testfeld_fuer_lohndumping.md
23/1057;2025-07-28;2025-08-05;Fleetlery und der Hamburger Liefermarkt – gute Arbeit ausgehebelt?;"Kay Jäger; David Stoop";Die Linke;5;5;3;True;True;84956;23_01057_fleetlery_und_der_hamburger_liefermarkt_gute_arbeit_ausgehebelt.md
23/1061;2025-07-29;2025-08-05;Neubauvorhaben der SAGA am Jugendparkweg/Siebeneichen in Langenhorn – welche Auswirkungen hat dies auf Mieter, Anwohner und Stadtbild?;Richard Seelmaecker;CDU;13;16;3;True;True;85029;23_01061_neubauvorhaben_der_saga_am_jugendparkweg_siebeneichen_in_langenhorn_welche_auswirkungen_hat_dies_auf_.md
23/1062;2025-07-29;2025-08-05;Wie hat sich die fachärztliche Versorgung Hamburgs, seiner Bezirke und Stadtteile in der letzten Zeit entwickelt (Fachbereich Urologen)?;Christin Christ;CDU;18;18;22;True;True;84970;23_01062_wie_hat_sich_die_fachaerztliche_versorgung_hamburgs_seiner_bezirke_und_stadtteile_in_der_letzten_zeit.md
23/1064;2025-07-29;2025-08-05;Gefährliche Buckel- und Schlaglochpisten – Unfälle durch Straßenschäden in Hamburg in 2025?;Philipp Heißner;CDU;8;10;14;True;True;84968;23_01064_gefaehrliche_buckel_und_schlaglochpisten_unfaelle_durch_strassenschaeden_in_hamburg_in_2025.md
23/1065;2025-07-29;2025-08-05;Aufkommen an und Umgang mit Fahrgastbeschwerden in Hamburg im Jahr 2025;Philipp Heißner;CDU;29;30;27;True;True;84969;23_01065_aufkommen_an_und_umgang_mit_fahrgastbeschwerden_in_hamburg_im_jahr_2025.md
23/1066;2025-07-29;2025-08-05;Polizeieinsatz am 25.07.2025 an der Moorweide;"Jan Libbertz; Deniz Celik";Die Linke;10;15;2;True;True;84974;23_01066_polizeieinsatz_am_25_07_2025_an_der_moorweide.md
23/1067;2025-07-29;2025-08-05;Politische Bildung an der Akademie der Polizei;Deniz Celik;Die Linke;10;13;4;True;True;84975;23_01067_politische_bildung_an_der_akademie_der_polizei.md
23/1069;2025-07-30;2025-08-05;Zukunft des unterbesetzten Sozialpsychiatrischen Dienstes in Hamburg. Bahnt sich angesichts zunehmender psychischer Erkrankungen ein Desaster in Hamburg an?;Christin Christ;CDU;17;17;60;True;True;84976;23_01069_zukunft_des_unterbesetzten_sozialpsychiatrischen_dienstes_in_hamburg_bahnt_sich_angesichts_zunehmende.md
23/1070;2025-07-30;2025-08-05;Damit die Integration gelingt – was geschieht auf dem Gelände der nun wirklich geschlossenen örU Am Anzuchtgarten in Klein Borstel?;"Andreas Grutzeck; Richard Seelmaecker";CDU;9;14;3;True;True;84971;23_01070_damit_die_integration_gelingt_was_geschieht_auf_dem_gelaende_der_nun_wirklich_geschlossenen_oeru_am_a.md
23/1071;2025-07-30;2025-08-05;Verbindliche Tests in Lesen, Schreiben und Rechnen in den Schulen;Birgit Stöver;CDU;10;11;4;True;True;84979;23_01071_verbindliche_tests_in_lesen_schreiben_und_rechnen_in_den_schulen.md
23/1072;2025-07-30;2025-08-05;Autonomes Fahren in Hamburg – Zeitplan, Realisierbarkeit und Rolle von MOIA;Philipp Heißner;CDU;12;17;3;True;True;84972;23_01072_autonomes_fahren_in_hamburg_zeitplan_realisierbarkeit_und_rolle_von_moia.md
23/1073;2025-07-30;2025-08-05;Immer mehr Fahrradfahrer sterben im Hamburger Straßenverkehr – woran liegt es?;Philipp Heißner;CDU;8;10;9;True;True;84973;23_01073_immer_mehr_fahrradfahrer_sterben_im_hamburger_strassenverkehr_woran_liegt_es.md
23/1074;2025-07-30;2025-08-05;Bauanträge, Bearbeitungsfristen und Prüfkapazitäten in Hamburg im 2. Quartal 2025;Dr. Anke Frieling;CDU;15;19;7;True;True;84980;23_01074_bauantraege_bearbeitungsfristen_und_pruefkapazitaeten_in_hamburg_im_2_quartal_2025.md
23/1075;2025-07-30;2025-08-05;Vollständige Elbvertiefung und Schlickverbringung in der AWZ – wann sind wir endlich da?;"Prof. Dr. Götz Wiese; Prof. Dr. Michael Becken";CDU;13;28;8;True;True;84977;23_01075_vollstaendige_elbvertiefung_und_schlickverbringung_in_der_awz_wann_sind_wir_endlich_da.md
23/1076;2025-07-30;2025-08-05;Bramfelder in Sorge: Kriminalitätshotspot Shishabar an der Werner-Otto-Straße?;"Dennis Thering; Sandro Kappe";CDU;10;13;4;True;True;84978;23_01076_bramfelder_in_sorge_kriminalitaetshotspot_shishabar_an_der_werner_otto_strasse.md
23/1077;2025-07-31;2025-08-08;Kündigung von Kleingärten an der Langenfelder Straße;Stephan Jersch;Die Linke;10;12;3;True;True;84990;23_01077_kuendigung_von_kleingaerten_an_der_langenfelder_strasse.md
23/1078;2025-07-31;2025-08-08;Was tut die SAGA für die Mieterinnen und Mieter in den Grindelhochhäusern?;Olga Fritzsche;Die Linke;14;18;3;True;True;84992;23_01078_was_tut_die_saga_fuer_die_mieterinnen_und_mieter_in_den_grindelhochhaeusern.md
23/1079;2025-07-31;2025-08-08;Wie steht es um die Zukunft des Parkraummanagements in Hamburg (IV)?;Philipp Heißner;CDU;9;16;3;True;True;84993;23_01079_wie_steht_es_um_die_zukunft_des_parkraummanagements_in_hamburg_iv.md
23/1080;2025-07-31;2025-08-08;In Hamburg in Würde altern – ist „Wohnen bleiben im Quartier“ inzwischen mehr als nur ein Schaufenster-Projekt des Senats?;"Andreas Grutzeck; Dr. Anke Frieling; Christin Christ";CDU;8;8;6;True;True;84994;23_01080_in_hamburg_in_wuerde_altern_ist_wohnen_bleiben_im_quartier_inzwischen_mehr_als_nur_ein_schaufenster_p.md
23/1083;2025-08-01;2025-08-08;Afghanen in Hamburg 2024 und 2025 – Daten zur Erwerbstätigkeit;Dirk Nockemann;AfD;5;5;5;True;True;84995;23_01083_afghanen_in_hamburg_2024_und_2025_daten_zur_erwerbstaetigkeit.md
23/1084;2025-08-04;2025-08-12;Wo soll die steigende Anzahl der Studierenden bei einer bereits bestehenden Knappheit auf dem Wohnungsmarkt Wohnraum finden?;Anna-Elisabeth von Treuenfels-Frowein;CDU;21;21;7;True;True;85017;23_01084_wo_soll_die_steigende_anzahl_der_studierenden_bei_einer_bereits_bestehenden_knappheit_auf_dem_wohnung.md
23/1085;2025-08-04;2025-08-12;Müllabfuhr in Schulnähe – Straßen mit zeitlichen Fahrverboten während des Schulbeginns. Wie ist der Status quo in Hamburg?;Philipp Heißner;CDU;8;12;3;True;True;84981;23_01085_muellabfuhr_in_schulnaehe_strassen_mit_zeitlichen_fahrverboten_waehrend_des_schulbeginns_wie_ist_der_.md
23/1086;2025-08-04;2025-08-12;Situation der Lebensmittelkontrolleure in Hamburg: Wie ist es um die Sicherheit der Hamburgerinnen und Hamburger bestellt?;"Stefan Bereuter; Dr. Kaja Steffens";CDU;12;16;6;True;True;85002;23_01086_situation_der_lebensmittelkontrolleure_in_hamburg_wie_ist_es_um_die_sicherheit_der_hamburgerinnen_und.md
23/1087;2025-08-04;2025-08-12;Sicherheit in Hamburgs Justiz: Wie ist es um den Justizwachtmeisterdienst bestellt?;Richard Seelmaecker;CDU;14;22;11;True;True;85003;23_01087_sicherheit_in_hamburgs_justiz_wie_ist_es_um_den_justizwachtmeisterdienst_bestellt.md
23/1088;2025-08-04;2025-08-12;Sind die Absperrelemente auf den Nebenflächen (Geh- und Radwege) der Rahlstedter Straße sinnvolle Maßnahmen oder gibt es ein Übermaß an Absperrelementen?;Markus Kranig;CDU;9;12;2;True;True;84983;23_01088_sind_die_absperrelemente_auf_den_nebenflaechen_geh_und_radwege_der_rahlstedter_strasse_sinnvolle_mass.md
23/1089;2025-08-04;2025-08-12;Grundsanierung der Straße Am Friedhof in Rahlstedt in Bezug auf Bürgerinteressen und das Parkplatzmoratorium des Senats;Markus Kranig;CDU;5;11;2;True;True;84984;23_01089_grundsanierung_der_strasse_am_friedhof_in_rahlstedt_in_bezug_auf_buergerinteressen_und_das_parkplatzm.md
23/1090;2025-08-04;2025-08-12;Wie schädlich ist die Hafenwesterweiterung für die Umwelt?;Stephan Jersch;Die Linke;10;12;3;True;True;84985;23_01090_wie_schaedlich_ist_die_hafenwesterweiterung_fuer_die_umwelt.md
